order_id,customer_id,order_date,order_status,payment_method,discount_amount,shipping_amount,total_amount,region
O004270,C00773,2026-02-17,completed,Wallet,5,8.99,18.0,East
O004271,C02039,2025-07-17,completed,COD,0,4.99,94.37,North
O004272,C04616,2025-11-22,completed,Card,10,0.0,270.62,West
O004273,C04321,2024-10-18,completed,Wallet,0,4.99,73.96,North
O004274,C01959,2024-10-16,completed,Card,20,0.0,127.01,West
O004275,C01801,2026-05-03,completed,COD,0,8.99,61.57,East
O004276,C04864,2025-09-14,shipped,Wallet,0,0.0,44.09,South
O004277,C04922,2024-09-21,completed,Bank Transfer,0,0.0,199.59,Central
O004278,C02841,2025-04-24,completed,Bank Transfer,5,0.0,67.4,West
O004279,C00071,2026-06-07,completed,COD,0,0.0,86.92,Central
O004280,C01950,2024-07-16,completed,Card,10,4.99,111.59,South
O004281,C02736,2025-05-19,completed,Wallet,0,8.99,60.64,East
O004282,C03660,2026-03-03,completed,Wallet,5,12.99,473.76,West
O004283,C04883,2026-05-22,completed,Bank Transfer,0,8.99,182.42,East
O004284,C03221,2025-03-26,completed,Card,35,8.99,32.21,Central
O004285,C02416,2026-04-28,shipped,Card,20,8.99,211.16,South
O004286,C02503,2025-12-04,completed,Wallet,0,4.99,158.29,West
O004287,C02539,2025-04-23,completed,COD,0,12.99,140.82,East
O004288,C03056,2026-01-20,completed,Card,0,0.0,96.88,West
O004289,C01597,2026-02-04,completed,Bank Transfer,10,12.99,85.55,East
O004290,C00982,2025-01-17,completed,Bank Transfer,0,8.99,211.33,West
O004291,C04001,2024-09-04,completed,Bank Transfer,0,0.0,43.23,West
O004292,C03697,2026-01-21,completed,Bank Transfer,0,4.99,243.38,East
O004293,C04651,2024-08-30,completed,Card,0,0.0,118.09,North
O004294,C03514,2026-01-19,completed,Wallet,5,0.0,29.81,South
O004295,C02135,2025-03-17,completed,Wallet,5,8.99,22.95,North
O004296,C04422,2025-11-25,completed,Wallet,0,4.99,167.28800000000004,North
O004297,C04564,2025-09-18,completed,COD,20,12.99,70.84,West
O004298,C03282,2024-07-29,completed,Wallet,0,0.0,24.09,South
O004299,C00698,2024-07-07,completed,COD,5,0.0,152.13,Central
O004300,C04495,2025-10-02,completed,Card,0,4.99,168.93,West
O004301,C03374,2025-07-11,completed,COD,0,4.99,162.68,North
O004302,C01274,2024-08-01,completed,Wallet,5,8.99,197.3,North
O004303,C01537,2026-06-12,completed,COD,5,12.99,75.64,West
O004304,C00597,2024-12-21,completed,Wallet,5,8.99,166.87,East
O004305,C00529,2026-03-18,completed,Bank Transfer,20,12.99,195.96,North
O004306,C01919,2024-09-24,completed,Wallet,5,12.99,153.46,South
O004307,C03085,2024-12-17,completed,Bank Transfer,5,12.99,155.93,West
O004308,C03043,2025-07-21,completed,COD,10,0.0,249.5,East
O004309,C02717,2025-07-20,completed,COD,5,4.99,81.73,West
O004310,C02985,2025-09-14,completed,Bank Transfer,20,0.0,81.29,North
O004311,C02836,2024-11-02,completed,Wallet,20,4.99,143.99,South
O004312,C03122,2025-01-09,completed,Wallet,20,0.0,117.64,North
O004313,C03687,2025-01-08,completed,Wallet,20,8.99,114.29,East
O004314,C04337,2025-05-18,completed,Card,0,4.99,26.03,North
O004315,C02378,2026-05-04,completed,COD,0,0.0,213.83,West
O004316,C03104,2025-06-03,completed,Card,0,12.99,136.5,North
O004317,C01904,2026-06-28,completed,Card,10,0.0,7.19,Central
O004318,C04197,2024-12-31,shipped,Wallet,10,12.99,20.46,North
O004319,C03706,2024-12-24,completed,Wallet,0,12.99,302.55,West
O004320,C00853,2024-09-12,completed,COD,0,0.0,69.75,East
O004321,C03617,2024-12-02,cancelled,COD,0,8.99,136.41,West
O004322,C00638,2025-02-13,completed,Card,5,8.99,45.92,Central
O004323,C02634,2025-04-06,completed,COD,0,12.99,494.63,East
O004324,C04364,2025-12-03,completed,Bank Transfer,0,0.0,121.68,South
O004325,C03099,2025-05-22,completed,Wallet,20,0.0,72.46,South
O004326,C00279,2025-11-13,completed,Wallet,0,0.0,248.06,South
O004327,C02542,2024-09-04,completed,Wallet,0,0.0,39.52,South
O004328,C04039,2026-05-22,cancelled,COD,5,12.99,222.34,West
O004329,C03130,2024-10-16,completed,Wallet,20,12.99,92.35,Central
O004330,C04397,2024-07-25,completed,COD,20,0.0,176.42,East
O004331,C01997,2025-05-06,completed,COD,0,8.99,129.69,South
O004332,C02495,2025-10-18,completed,Wallet,0,8.99,87.72,East
O004333,C04069,2024-12-19,completed,Wallet,10,12.99,31.51,West
O004334,C03143,2024-10-27,shipped,Wallet,0,4.99,117.07,Central
O004335,C03534,2026-03-08,completed,Wallet,0,8.99,54.97,South
O004336,C01272,2026-02-22,completed,COD,20,0.0,114.62,Central
O004337,C03564,2025-12-30,completed,Wallet,10,4.99,232.73,West
O004338,C01985,2024-12-08,completed,Card,0,0.0,187.11,West
O004339,C04905,2025-07-26,completed,COD,10,12.99,5.16,West
O004340,C02193,2025-11-15,completed,Wallet,10,0.0,99.05,South
O004341,C02522,2025-05-12,shipped,COD,0,0.0,63.86,East
O004342,C00058,2024-11-08,completed,Bank Transfer,5,0.0,85.98,North
O004343,C04752,2026-02-26,completed,Card,5,0.0,122.83,West
O004344,C00791,2026-05-16,completed,Wallet,0,0.0,73.5,North
O004345,C01981,2024-10-30,completed,Wallet,5,0.0,54.25,South
O004346,C01765,2025-11-25,completed,COD,10,0.0,91.146,South
O004347,C04549,2026-04-08,completed,Bank Transfer,5,8.99,78.06,Central
O004348,C03237,2025-07-30,completed,Card,0,8.99,181.11,East
O004349,C02829,2024-08-05,completed,Wallet,10,12.99,187.36,South
O004350,C03429,2025-11-16,completed,Card,10,4.99,160.36,East
O004351,C02850,2026-05-05,completed,Card,0,12.99,13.21,West
O004352,C02026,2025-01-07,completed,Wallet,0,12.99,122.37,East
O004353,C04372,2024-10-10,completed,Card,0,12.99,267.61,South
O004354,C02671,2025-01-01,completed,Card,10,8.99,36.84,South
O004355,C04772,2026-02-13,completed,Wallet,35,8.99,75.5,East
O004356,C00319,2025-08-11,completed,COD,0,12.99,182.32,North
O004357,C00997,2024-07-14,completed,Wallet,0,12.99,15.4,South
O004358,C02325,2025-09-02,completed,Bank Transfer,0,12.99,76.81,East
O004359,C00649,2026-02-15,completed,Card,5,0.0,307.58,North
O004360,C01187,2024-11-13,completed,Wallet,5,12.99,348.03,West
O004361,C03885,2025-08-30,completed,Bank Transfer,5,12.99,286.68,North
O004362,C01556,2024-12-14,completed,Wallet,10,8.99,94.87,West
O004363,C01791,2024-07-14,completed,Bank Transfer,5,4.99,246.35,West
O004364,C00580,2025-04-19,completed,Card,10,4.99,125.71,Central
O004365,C00690,2026-01-16,completed,COD,0,0.0,52.45,East
O004366,C04428,2025-10-31,completed,Card,0,8.99,65.73,South
O004367,C01154,2024-09-13,completed,Wallet,5,4.99,144.95,West
O004368,C00268,2024-11-13,completed,Bank Transfer,20,4.99,16.76,Central
O004369,C01742,2025-07-29,completed,Wallet,35,0.0,94.8,North
O004370,C01949,2025-02-19,completed,Wallet,5,4.99,115.97,South
O004371,C03864,2025-02-28,completed,Card,10,0.0,164.26,North
O004372,C01502,2025-05-14,completed,Wallet,0,12.99,19.34,North
O004373,C00368,2026-01-05,completed,Bank Transfer,10,8.99,95.72,West
O004374,C04881,2025-08-24,completed,COD,20,12.99,198.34,West
O004375,C02533,2026-03-14,completed,Card,0,4.99,361.26,West
O004376,C01892,2024-09-13,completed,Wallet,0,12.99,52.48,Central
O004377,C00087,2025-06-04,completed,COD,10,12.99,245.33,North
O004378,C01219,2025-08-06,completed,Bank Transfer,0,8.99,190.84,West
O004379,C03493,2026-01-04,completed,Card,5,4.99,272.27,South
O004380,C04229,2025-07-11,completed,Bank Transfer,10,0.0,14.82,West
O004381,C04816,2026-04-30,completed,Card,35,12.99,171.46,West
O004382,C03231,2026-03-03,completed,Card,10,4.99,241.49,South
O004383,C01784,2025-11-15,completed,Bank Transfer,0,4.99,128.5,West
O004384,C01851,2025-04-16,completed,Wallet,20,0.0,83.66,North
O004385,C04614,2025-02-20,completed,Bank Transfer,5,4.99,116.94,Central
O004386,C01840,2025-07-24,completed,COD,20,12.99,228.69,West
O004387,C04423,2025-06-03,completed,Bank Transfer,0,0.0,54.9,East
O004388,C04292,2024-07-22,completed,Bank Transfer,10,4.99,51.42,West
O004389,C01741,2024-12-15,completed,Card,5,4.99,11.45,West
O004390,C02426,2026-03-01,completed,COD,0,0.0,97.41,East
O004391,C01041,2025-05-31,completed,COD,20,8.99,30.2,North
O004392,C03299,2026-05-24,completed,Wallet,0,8.99,98.91,West
O004393,C01650,2024-12-27,completed,Card,0,4.99,56.03,Central
O004394,C01054,2026-06-06,completed,COD,20,4.99,68.14,North
O004395,C04577,2026-02-09,completed,COD,10,4.99,77.45,South
O004396,C02845,2025-03-19,completed,Card,0,8.99,120.75,South
O004397,C02127,2025-09-18,completed,Wallet,10,4.99,127.96,East
O004398,C00685,2026-06-21,shipped,Card,0,8.99,88.06,East
O004399,C02491,2025-10-05,shipped,Card,0,0.0,73.99,West
O004400,C00283,2026-05-11,completed,Wallet,0,0.0,67.4,East
O004401,C00731,2024-09-19,completed,Bank Transfer,5,12.99,22.61,East
O004402,C00529,2024-10-28,completed,Wallet,10,0.0,228.91,East
O004403,C01141,2024-07-02,completed,Wallet,20,12.99,52.56,Central
O004404,C04826,2025-02-23,completed,Bank Transfer,20,4.99,108.07,West
O004405,C04631,2026-01-27,completed,Card,20,4.99,35.24,East
O004406,C02581,2026-06-03,completed,Wallet,20,0.0,168.69,Central
O004407,C04571,2025-07-31,shipped,Card,0,8.99,110.38,Central
O004408,C02244,2025-05-05,completed,Wallet,0,4.99,135.15,North
O004409,C01481,2026-05-11,shipped,Bank Transfer,0,4.99,33.98,West
O004410,C03349,2025-09-02,completed,Wallet,5,0.0,139.98,Central
O004411,C03500,2025-07-27,completed,COD,0,0.0,15.37,West
O004412,C02032,2024-08-31,completed,Card,35,8.99,61.36,West
O004413,C03433,2024-12-04,shipped,Wallet,0,12.99,46.82,Central
O004414,C03002,2025-11-21,completed,COD,5,12.99,133.12,North
O004415,C02108,2025-11-22,completed,Bank Transfer,10,4.99,292.24,South
O004416,C04377,2025-06-27,completed,Card,10,12.99,156.66,West
O004417,C03568,2025-11-24,completed,Wallet,20,8.99,734.0520000000001,North
O004418,C00476,2025-11-16,completed,Bank Transfer,35,12.99,137.42,South
O004419,C04476,2024-08-17,completed,Card,10,8.99,171.1,North
O004420,C04759,2026-03-01,completed,Wallet,0,0.0,208.63,East
O004421,C03872,2025-11-18,completed,Wallet,0,4.99,252.56,West
O004422,C02344,2024-12-07,shipped,Card,0,12.99,39.52,Central
O004423,C02753,2024-12-02,completed,Wallet,0,0.0,62.87,North
O004424,C00718,2026-05-30,completed,Card,0,8.99,192.53,North
O004425,C03176,2025-01-02,completed,Bank Transfer,10,12.99,275.58,South
O004426,C02019,2024-07-24,completed,Card,20,0.0,48.49,North
O004427,C04188,2024-07-23,cancelled,Card,0,4.99,54.73,North
O004428,C02434,2024-12-14,shipped,COD,5,8.99,189.63,South
O004429,C03748,2025-10-01,completed,Wallet,35,0.0,73.97,South
O004430,C02927,2025-05-29,completed,Card,20,0.0,200.77,North
O004431,C04695,2025-12-16,completed,Bank Transfer,20,12.99,201.3,North
O004432,C04212,2024-12-17,completed,Bank Transfer,0,8.99,268.17,West
O004433,C04198,2024-12-16,completed,Card,10,4.99,101.24,Central
O004434,C01363,2025-04-21,shipped,Bank Transfer,5,4.99,70.71,East
O004435,C00286,2026-01-29,shipped,Wallet,0,8.99,55.57,North
O004436,C02608,2025-07-02,completed,Card,10,0.0,271.13,East
O004437,C03582,2026-01-07,completed,Wallet,0,4.99,33.94,East
O004438,C03691,2024-09-07,completed,COD,5,12.99,30.13,Central
O004439,C00669,2025-04-25,completed,Card,0,0.0,115.13,West
O004440,C04349,2025-05-15,shipped,Wallet,0,4.99,69.69,Central
O004441,C04168,2024-08-19,completed,Wallet,5,4.99,209.78,West
O004442,C04669,2025-02-15,completed,COD,10,12.99,27.78,South
O004443,C00500,2025-01-21,completed,Bank Transfer,0,4.99,89.93,North
O004444,C02693,2025-05-29,shipped,Bank Transfer,5,0.0,18.27,East
O004445,C01438,2024-10-29,shipped,COD,10,8.99,79.05,East
O004446,C03558,2025-01-13,shipped,Bank Transfer,5,12.99,113.18,West
O004447,C01573,2026-05-30,completed,Wallet,20,0.0,100.08,South
O004448,C04864,2024-10-13,shipped,Wallet,10,0.0,94.98,West
O004449,C04664,2026-02-17,cancelled,Card,0,8.99,166.1,West
O004450,C04455,2025-07-31,shipped,COD,0,12.99,46.12,West
O004451,C04940,2024-08-27,completed,Bank Transfer,10,12.99,137.22,North
O004452,C02710,2025-04-19,completed,COD,0,12.99,92.29,West
O004453,C02693,2025-07-10,completed,Wallet,10,0.0,80.09,Central
O004454,C02368,2025-01-19,completed,COD,5,12.99,148.05,Central
O004455,C02610,2025-01-11,completed,Wallet,0,12.99,119.78,South
O004456,C02963,2025-12-02,completed,Card,0,0.0,174.93,East
O004457,C02701,2024-07-24,shipped,COD,0,0.0,348.31,North
O004458,C01181,2026-05-08,completed,Bank Transfer,0,4.99,91.57,South
O004459,C03200,2025-02-20,completed,Wallet,5,0.0,31.21,West
O004460,C01685,2025-04-05,completed,Wallet,10,8.99,47.31,West
O004461,C00344,2024-10-02,completed,COD,20,8.99,269.57,North
O004462,C04949,2026-04-04,completed,Bank Transfer,35,8.99,77.66,Central
O004463,C01482,2024-12-10,completed,Wallet,5,0.0,201.75,West
O004464,C02783,2026-02-06,completed,Wallet,10,4.99,99.84,East
O004465,C03059,2025-02-24,completed,Bank Transfer,10,8.99,40.26,North
O004466,C00908,2024-07-24,completed,COD,0,0.0,118.75,North
O004467,C01173,2025-04-25,completed,Wallet,0,0.0,58.31,North
O004468,C02363,2025-07-17,completed,Bank Transfer,10,8.99,64.67,West
O004469,C03046,2025-06-07,completed,COD,0,4.99,100.31,Central
O004470,C04940,2026-06-20,completed,Wallet,0,12.99,21.9,South
O004471,C04503,2025-07-15,completed,Bank Transfer,0,8.99,162.7,East
O004472,C04934,2026-01-19,completed,COD,10,12.99,70.93,North
O004473,C03842,2025-03-27,completed,Wallet,5,0.0,178.4,North
O004474,C03755,2024-10-14,completed,Card,0,8.99,173.8,South
O004475,C02668,2025-06-29,completed,Wallet,5,4.99,88.89,North
O004476,C01870,2025-08-13,completed,Bank Transfer,10,0.0,113.24,North
O004477,C01394,2025-05-01,cancelled,COD,10,12.99,138.25,West
O004478,C03610,2026-01-10,completed,Wallet,0,12.99,77.31,North
O004479,C02058,2026-06-04,completed,Bank Transfer,10,0.0,16.95,West
O004480,C04735,2024-08-28,completed,Wallet,10,0.0,118.06,West
O004481,C00429,2024-08-19,shipped,COD,20,12.99,207.9,North
O004482,C02681,2025-01-16,cancelled,Wallet,5,4.99,56.56,West
O004483,C00725,2025-09-01,completed,Wallet,0,4.99,185.21,East
O004484,C02053,2024-07-31,shipped,Wallet,0,4.99,35.67,East
O004485,C04992,2024-11-19,completed,COD,20,0.0,102.78,North
O004486,C01145,2025-04-25,completed,Card,5,4.99,94.42,South
O004487,C04584,2025-03-31,completed,Card,10,4.99,101.95,West
O004488,C04606,2026-03-10,completed,Bank Transfer,0,12.99,49.55,Central
O004489,C03087,2025-08-03,completed,COD,5,12.99,36.13,South
O004490,C04714,2026-03-28,shipped,COD,0,8.99,86.79,West
O004491,C03145,2026-01-05,completed,Bank Transfer,5,0.0,151.05,West
O004492,C04413,2025-04-28,completed,Bank Transfer,0,0.0,55.84,North
O004493,C01403,2026-06-13,completed,Card,5,0.0,92.48,South
O004494,C01492,2026-03-08,completed,Wallet,0,0.0,348.48,West
O004495,C01957,2025-06-25,completed,Wallet,10,4.99,125.02,North
O004496,C04504,2026-03-13,completed,COD,0,8.99,86.5,East
O004497,C01025,2025-01-04,shipped,Wallet,10,4.99,99.06,South
O004498,C04942,2024-11-29,completed,Wallet,20,0.0,372.86,North
O004499,C04751,2026-01-29,completed,Bank Transfer,10,4.99,154.6,East
O004500,C02518,2026-01-27,completed,COD,5,4.99,58.45,West
O004501,C04075,2024-12-09,completed,Bank Transfer,5,12.99,200.36,East
O004502,C00358,2026-01-01,completed,Bank Transfer,10,8.99,43.06,Central
O004503,C01468,2025-07-06,completed,Bank Transfer,35,8.99,110.55,Central
O004504,C01782,2025-08-12,shipped,Bank Transfer,10,12.99,232.02,North
O004505,C01812,2026-03-10,completed,COD,0,0.0,111.38,East
O004506,C00627,2024-10-25,completed,Card,0,4.99,40.23,South
O004507,C00055,2025-04-21,completed,COD,0,8.99,103.83,North
O004508,C01981,2025-01-28,shipped,COD,0,4.99,230.86,North
O004509,C01339,2025-08-11,completed,Bank Transfer,10,12.99,55.02,East
O004510,C04770,2024-10-24,cancelled,Bank Transfer,0,12.99,162.54,West
O004511,C01326,2024-09-26,shipped,Card,0,8.99,239.24,East
O004512,C03993,2025-11-20,completed,Bank Transfer,5,4.99,166.12,South
O004513,C00768,2024-08-10,completed,Bank Transfer,20,8.99,106.93,West
O004514,C04870,2025-05-01,cancelled,Card,0,0.0,58.95,West
O004515,C04576,2026-06-19,shipped,Wallet,0,12.99,65.14,West
O004516,C00246,2026-06-29,completed,Wallet,0,8.99,85.88,North
O004517,C00115,2024-11-08,completed,Card,0,4.99,201.66,South
O004518,C04435,2026-05-07,completed,COD,0,8.99,403.02,West
O004519,C02803,2025-03-02,completed,Wallet,0,12.99,55.53,North
O004520,C03390,2024-11-22,completed,Wallet,5,12.99,183.97,North
O004521,C02086,2025-07-03,completed,COD,0,4.99,203.21,West
O004522,C00388,2025-06-22,completed,Card,35,12.99,105.67,Central
O004523,C02001,2025-03-30,completed,Wallet,0,8.99,102.46,North
O004524,C03957,2025-05-08,completed,Bank Transfer,10,12.99,27.56,North
O004525,C00752,2024-09-09,completed,Wallet,5,0.0,118.05,East
O004526,C01714,2025-01-09,completed,Bank Transfer,0,0.0,99.03,Central
O004527,C03965,2024-11-21,completed,Card,0,8.99,96.73,West
O004528,C02833,2026-05-11,cancelled,Wallet,0,0.0,132.04,North
O004529,C01620,2025-06-25,shipped,Bank Transfer,10,4.99,46.27,North
O004530,C03269,2025-08-03,completed,Card,20,0.0,54.24,East
O004531,C03421,2025-05-16,completed,Wallet,0,12.99,119.87,South
O004532,C03481,2026-04-06,completed,Wallet,10,4.99,269.26,North
O004533,C01579,2026-02-02,completed,Bank Transfer,0,4.99,91.08,South
O004534,C04538,2025-11-15,completed,Bank Transfer,20,4.99,129.23,North
O004535,C04542,2025-02-13,completed,Card,5,4.99,103.37,North
O004536,C03098,2025-02-10,completed,Card,5,4.99,44.58,West
O004537,C01137,2026-05-17,completed,Wallet,20,4.99,82.78,South
O004538,C01834,2026-05-10,completed,COD,0,8.99,115.88,North
O004539,C04161,2025-01-23,completed,COD,5,12.99,114.09,East
O004540,C04073,2025-03-03,completed,Bank Transfer,0,12.99,139.39,West
O004541,C03717,2025-02-27,completed,Card,20,8.99,42.91,South
O004542,C02427,2026-01-23,completed,Wallet,20,4.99,63.01,East
O004543,C04350,2026-05-24,completed,Card,0,8.99,21.9,North
O004544,C01691,2026-04-09,completed,COD,20,12.99,243.89,South
O004545,C04933,2026-03-05,shipped,COD,35,0.0,74.32,West
O004546,C04693,2025-03-12,completed,Wallet,0,0.0,124.2,West
O004547,C02888,2025-02-17,completed,Card,5,12.99,101.54,West
O004548,C04953,2026-04-10,completed,Bank Transfer,0,12.99,9.45,Central
O004549,C03649,2025-04-15,completed,COD,0,0.0,36.13,East
O004550,C01388,2024-12-04,completed,Card,0,8.99,120.01,South
O004551,C02852,2026-03-07,completed,Wallet,0,12.99,149.41,South
O004552,C01354,2025-06-15,completed,COD,5,4.99,141.44,East
O004553,C04471,2024-09-01,completed,Wallet,0,12.99,31.68,North
O004554,C04719,2026-04-15,completed,Wallet,0,12.99,44.38,East
O004555,C03084,2025-01-31,completed,Bank Transfer,0,0.0,132.96,South
O004556,C00012,2025-02-11,completed,Card,10,8.99,140.59,South
O004557,C04230,2025-07-23,cancelled,COD,0,12.99,29.95,East
O004558,C01194,2025-01-13,completed,Bank Transfer,0,4.99,132.46,North
O004559,C01322,2026-02-25,completed,Wallet,0,4.99,97.85,South
O004560,C00166,2025-11-17,completed,Wallet,0,4.99,103.53,East
O004561,C00224,2025-08-16,completed,Card,0,4.99,274.56,West
O004562,C04621,2024-11-23,cancelled,Bank Transfer,0,0.0,111.25,South
O004563,C00494,2025-06-23,completed,COD,10,0.0,67.3,South
O004564,C02671,2025-01-15,completed,Wallet,5,12.99,172.4,West
O004565,C03262,2026-06-02,completed,COD,0,8.99,167.61,East
O004566,C03136,2026-01-29,completed,Bank Transfer,0,12.99,235.32,West
O004567,C04176,2024-09-23,shipped,Bank Transfer,10,0.0,160.23,East
O004568,C04130,2025-07-20,completed,Bank Transfer,0,0.0,155.99,South
O004569,C01211,2026-01-20,shipped,Card,0,8.99,103.72,West
O004570,C03478,2025-07-17,completed,Bank Transfer,0,4.99,380.43,West
O004571,C02951,2024-10-01,completed,COD,5,12.99,46.46,Central
O004572,C01085,2024-10-10,completed,COD,20,4.99,143.34,South
O004573,C02626,2025-12-17,completed,Wallet,5,8.99,51.52,West
O004574,C03519,2025-07-17,completed,COD,0,4.99,103.57,West
O004575,C03294,2025-07-31,completed,COD,10,4.99,101.41,South
O004576,C02889,2025-01-13,completed,COD,0,4.99,103.4,South
O004577,C01152,2025-01-09,completed,Card,5,0.0,20.07,North
O004578,C03984,2025-04-23,completed,Card,5,0.0,74.08,North
O004579,C01110,2025-08-01,shipped,COD,5,8.99,425.16,Central
O004580,C02182,2025-06-07,completed,Card,0,0.0,111.92,West
O004581,C03897,2026-04-03,completed,COD,0,8.99,196.92,North
O004582,C04530,2024-11-15,cancelled,Card,0,4.99,161.39,East
O004583,C00242,2025-06-10,completed,Wallet,10,0.0,353.15,North
O004584,C04312,2024-12-19,completed,Wallet,0,4.99,162.63,East
O004585,C03469,2024-07-05,cancelled,Card,20,8.99,112.37,South
O004586,C00841,2025-04-29,completed,Bank Transfer,0,8.99,34.2,Central
O004587,C00357,2024-08-11,completed,Wallet,0,8.99,35.61,East
O004588,C00972,2025-03-29,completed,COD,5,0.0,64.86,West
O004589,C00515,2025-10-05,cancelled,COD,5,12.99,89.13,West
O004590,C01584,2025-03-31,completed,Card,10,12.99,38.91,Central
O004591,C01214,2025-11-07,completed,Bank Transfer,10,4.99,136.1,East
O004592,C00575,2025-02-01,completed,Bank Transfer,5,0.0,108.63,East
O004593,C01707,2025-04-19,completed,Wallet,0,8.99,297.08,Central
O004594,C04118,2026-03-30,completed,Wallet,0,4.99,324.91,North
O004595,C04933,2024-12-24,completed,Bank Transfer,20,4.99,210.59,Central
O004596,C04299,2025-07-01,completed,COD,0,8.99,175.9,Central
O004597,C02281,2025-12-04,completed,COD,10,4.99,266.9,South
O004598,C03255,2025-03-21,completed,Wallet,10,0.0,133.98,North
O004599,C02144,2025-02-07,completed,Wallet,5,4.99,226.59,West
O004600,C02868,2025-11-21,completed,COD,0,12.99,38.29,South
O004601,C03854,2024-08-23,completed,Card,10,8.99,188.82,East
O004602,C01800,2025-01-10,completed,Bank Transfer,0,4.99,40.84,North
O004603,C01348,2025-04-25,completed,COD,10,0.0,45.93,Central
O004604,C04352,2024-12-06,completed,Card,10,12.99,264.74,West
O004605,C02984,2025-07-29,shipped,Bank Transfer,5,8.99,59.63,East
O004606,C02582,2025-09-25,completed,Card,10,0.0,47.29,East
O004607,C03499,2026-06-04,completed,Bank Transfer,0,12.99,140.53,East
O004608,C00016,2025-09-12,completed,Wallet,10,8.99,54.75,East
O004609,C04280,2025-09-05,completed,COD,0,12.99,47.35,South
O004610,C04196,2025-12-12,completed,Card,5,8.99,34.19,West
O004611,C00611,2024-11-29,completed,Wallet,10,4.99,87.81,West
O004612,C01418,2025-06-08,completed,Bank Transfer,5,12.99,171.42,North
O004613,C03274,2026-02-27,shipped,Bank Transfer,0,8.99,188.84,South
O004614,C04007,2024-11-06,completed,Bank Transfer,0,0.0,104.65,South
O004615,C00023,2025-01-29,completed,COD,0,12.99,293.11,Central
O004616,C00819,2024-12-08,completed,Card,0,0.0,178.2,West
O004617,C02483,2026-05-31,cancelled,Bank Transfer,10,12.99,219.78,East
O004618,C00590,2025-03-16,completed,Wallet,10,12.99,65.6,South
O004619,C01803,2025-02-23,completed,Bank Transfer,5,0.0,80.52,North
O004620,C02593,2026-02-15,completed,Bank Transfer,10,0.0,89.73,West
O004621,C04073,2026-04-25,completed,Wallet,5,12.99,79.71,West
O004622,C01109,2024-07-04,completed,Card,0,0.0,10.91,South
O004623,C03635,2026-04-02,completed,Card,20,8.99,107.43,Central
O004624,C01339,2025-11-28,completed,COD,10,0.0,355.608,East
O004625,C03457,2026-03-22,completed,Wallet,0,4.99,126.57,West
O004626,C00985,2024-09-02,completed,Wallet,10,4.99,314.41,Central
O004627,C00847,2024-07-29,completed,Wallet,20,8.99,330.5,West
O004628,C03891,2025-03-02,completed,Wallet,5,0.0,20.35,Central
O004629,C01550,2026-03-12,completed,Wallet,5,12.99,257.34,East
O004630,C04635,2025-06-29,completed,Bank Transfer,10,12.99,302.82,West
O004631,C01438,2025-12-08,completed,Wallet,0,4.99,16.92,West
O004632,C01073,2024-12-26,completed,COD,0,8.99,203.54,West
O004633,C00970,2025-03-01,completed,COD,0,0.0,109.58,North
O004634,C01822,2026-04-01,completed,Wallet,0,12.99,292.77,East
O004635,C02106,2025-06-23,completed,Bank Transfer,0,0.0,280.36,North
O004636,C01034,2026-01-20,completed,COD,5,0.0,532.56,South
O004637,C02125,2025-10-10,cancelled,COD,5,8.99,171.09,North
O004638,C03425,2024-11-05,completed,Wallet,35,4.99,183.51,South
O004639,C01749,2026-05-19,completed,Wallet,10,12.99,54.52,East
O004640,C00021,2026-05-21,completed,Bank Transfer,5,4.99,70.55,South
O004641,C03970,2026-01-20,completed,Bank Transfer,0,12.99,155.51,East
O004642,C00127,2025-06-08,completed,Wallet,0,0.0,67.89,South
O004643,C03452,2025-05-09,completed,Bank Transfer,0,4.99,109.02,North
O004644,C01100,2025-02-03,completed,Card,0,8.99,23.51,West
O004645,C03974,2025-10-14,shipped,COD,0,4.99,114.77,East
O004646,C02548,2025-02-12,completed,COD,5,0.0,16.1,North
O004647,C04041,2024-11-13,completed,Card,5,0.0,261.96,West
O004648,C01780,2024-08-14,shipped,Card,0,4.99,119.26,West
O004649,C01103,2025-05-06,completed,Wallet,10,4.99,63.55,South
O004650,C00374,2026-02-15,completed,COD,10,8.99,93.67,East
O004651,C04731,2026-01-28,completed,COD,0,4.99,68.55,East
O004652,C04321,2026-03-12,completed,COD,0,0.0,51.72,North
O004653,C03252,2025-09-16,completed,COD,5,4.99,76.21,North
O004654,C04256,2026-03-25,completed,COD,20,8.99,76.66,North
O004655,C03991,2026-01-22,completed,Card,0,4.99,86.57,East
O004656,C00239,2026-02-09,shipped,Card,10,8.99,9.8,North
O004657,C04641,2025-07-07,completed,Bank Transfer,0,12.99,225.97,North
O004658,C04826,2024-09-01,cancelled,Wallet,5,12.99,229.01,East
O004659,C04076,2025-04-04,shipped,Card,0,4.99,102.38,South
O004660,C03237,2026-03-10,completed,Wallet,0,4.99,340.87,North
O004661,C02798,2025-12-24,completed,COD,0,8.99,98.46,East
O004662,C02022,2024-07-10,completed,Card,5,8.99,112.65,West
O004663,C02399,2024-09-07,completed,COD,20,0.0,148.92,West
O004664,C01151,2025-10-24,completed,Bank Transfer,10,0.0,110.33,North
O004665,C02739,2026-06-14,completed,Bank Transfer,20,4.99,63.82,North
O004666,C01619,2025-12-16,cancelled,Wallet,5,12.99,130.14,North
