return_id,order_id,product_id,return_date,reason,refund_amount
R00487,O009631,P0451,2024-08-08,Not as described,24.18
R00488,O017574,P0201,2025-11-22,Wrong size,117.26
R00489,O011002,P0466,2026-06-13,Late delivery,110.33
R00490,O007749,P0355,2025-03-19,Damaged,149.19
R00491,O017444,P0191,2025-08-26,Late delivery,11.61
R00492,O014095,P0137,2026-03-08,Changed mind,64.47
R00493,O017864,P0029,2024-10-31,Damaged,77.11
R00494,O012535,P0179,2025-12-01,Not as described,67.51
R00495,O010908,P0004,2026-07-30,Damaged,75.66
R00496,O009491,P0499,2025-12-06,Damaged,105.94
R00497,O010764,P0305,2026-06-21,Changed mind,101.62
R00498,O006124,P0261,2025-11-03,Wrong size,56.5
R00499,O011736,P0208,2025-09-04,Damaged,181.79
R00500,O011464,P0443,2026-06-23,Damaged,25.34
R00501,O013662,P0479,2025-10-17,Wrong size,74.03
R00502,O014262,P0181,2025-06-17,Wrong size,148.97
R00503,O013353,P0177,2026-06-03,Damaged,20.71
R00504,O016451,P0437,2024-09-16,Not as described,43.24
R00505,O018556,P0167,2024-10-30,Changed mind,173.24
R00506,O012912,P0102,2026-01-19,Wrong size,18.77
R00507,O018277,P0148,2025-05-13,Damaged,78.0
R00508,O004742,P0232,2024-11-29,Wrong size,42.87
R00509,O001687,P0197,2025-08-21,Not as described,164.93
R00510,O007174,P0498,2026-07-05,Damaged,87.1
R00511,O005266,P0302,2025-02-14,Not as described,123.91
R00512,O006633,P0252,2026-03-21,Changed mind,29.13
R00513,O017966,P0422,2024-10-16,Not as described,15.52
R00514,O007873,P0399,2025-03-22,Wrong size,80.58
R00515,O009013,P0059,2026-01-09,Late delivery,42.37
R00516,O018608,P0141,2026-06-20,Not as described,9.53
R00517,O019737,P0216,2024-10-01,Late delivery,22.11
R00518,O014423,P0252,2024-10-21,Wrong size,84.3
R00519,O009480,P0122,2026-05-31,Wrong size,117.7
R00520,O015259,P0062,2026-04-18,Not as described,52.68
R00521,O014486,P0419,2025-02-17,Changed mind,16.81
R00522,O010389,P0452,2025-05-04,Not as described,79.37
R00523,O013490,P0334,2024-09-28,Damaged,65.21
R00524,O010890,P0197,2026-03-03,Damaged,94.47
R00525,O005746,P0404,2024-09-04,Not as described,120.08
R00526,O012245,P0447,2026-04-25,Changed mind,27.68
R00527,O017501,P0238,2026-02-09,Not as described,29.99
R00528,O015586,P0103,2026-06-16,Changed mind,66.57
R00529,O003378,P0086,2026-05-01,Changed mind,17.92
R00530,O019896,P0195,2024-09-26,Changed mind,46.94
R00531,O000892,P0237,2026-06-21,Damaged,54.76
R00532,O009692,P0217,2026-01-26,Changed mind,140.25
R00533,O000147,P0265,2026-07-25,Wrong size,38.12
R00534,O012282,P0436,2025-03-10,Late delivery,42.37
R00535,O001441,P0406,2025-06-04,Not as described,94.67
R00536,O003497,P0404,2025-11-23,Late delivery,88.93
R00537,O018880,P0307,2024-10-01,Damaged,118.79
R00538,O010752,P0101,2026-04-07,Wrong size,91.7
R00539,O005159,P0087,2024-09-17,Damaged,70.21
R00540,O011691,P0234,2025-06-19,Wrong size,188.84
R00541,O012425,P0207,2025-05-17,Late delivery,47.64
R00542,O018204,P0249,2025-11-02,Damaged,38.63
R00543,O013877,P0294,2026-04-03,Wrong size,55.88
R00544,O007141,P0356,2025-07-17,Wrong size,12.42
R00545,O011735,P0109,2024-11-17,Changed mind,29.71
R00546,O004864,P0412,2024-10-07,Damaged,76.3
R00547,O012577,P0250,2024-07-28,Changed mind,70.98
R00548,O011824,P0355,2025-04-13,Changed mind,56.66
R00549,O013672,P0108,2025-09-08,Damaged,82.21
R00550,O008562,P0216,2026-02-20,Late delivery,5.72
R00551,O008391,P0434,2024-09-20,Damaged,14.2
R00552,O016646,P0139,2026-04-28,Changed mind,72.69
R00553,O017905,P0317,2026-03-20,Wrong size,18.8
R00554,O005825,P0431,2025-06-10,Damaged,31.42
R00555,O010815,P0330,2024-10-01,Changed mind,72.47
R00556,O006599,P0026,2025-03-26,Changed mind,107.43
R00557,O008763,P0112,2026-03-21,Changed mind,22.83
R00558,O014989,P0455,2026-06-22,Damaged,58.81
R00559,O019586,P0204,2026-05-13,Wrong size,109.1
R00560,O006620,P0309,2025-01-07,Damaged,54.35
R00561,O011087,P0190,2025-06-18,Late delivery,116.29
R00562,O002153,P0228,2025-01-03,Wrong size,94.77
R00563,O012211,P0172,2025-11-26,Not as described,65.58
R00564,O019794,P0495,2025-04-04,Not as described,101.81
R00565,O008611,P0278,2026-02-23,Changed mind,19.21
R00566,O018363,P0466,2024-11-21,Not as described,248.18
R00567,O018118,P0015,2025-05-06,Late delivery,38.29
R00568,O018807,P0327,2025-05-21,Damaged,19.49
R00569,O006298,P0204,2024-12-21,Changed mind,19.71
R00570,O007991,P0135,2025-05-01,Wrong size,49.42
R00571,O005779,P0183,2026-04-25,Not as described,65.01
R00572,O007311,P0194,2026-01-12,Damaged,170.26
R00573,O019216,P0127,2025-02-20,Wrong size,27.41
R00574,O003337,P0093,2025-03-06,Not as described,15.29
R00575,O012801,P0307,2025-05-23,Wrong size,45.22
R00576,O018350,P0057,2025-12-10,Changed mind,87.68
R00577,O016542,P0277,2025-09-25,Damaged,74.08
R00578,O019181,P0023,2025-07-27,Wrong size,29.2
R00579,O013927,P0433,2024-11-22,Late delivery,10.94
R00580,O005592,P0041,2025-07-15,Changed mind,24.88
R00581,O009942,P0349,2025-08-25,Late delivery,28.05
R00582,O004464,P0158,2026-03-16,Late delivery,113.53
R00583,O016195,P0213,2025-09-12,Late delivery,12.8
R00584,O012418,P0304,2025-06-02,Changed mind,32.3
R00585,O016536,P0454,2024-10-01,Wrong size,102.62
R00586,O005830,P0002,2025-12-21,Not as described,155.92
R00587,O016516,P0027,2025-11-11,Damaged,131.29
R00588,O006488,P0158,2025-10-09,Damaged,74.94
R00589,O012574,P0316,2024-08-25,Wrong size,113.55
R00590,O015838,P0090,2025-04-07,Not as described,38.82
R00591,O005780,P0042,2025-01-26,Late delivery,52.28
R00592,O010215,P0413,2025-04-12,Damaged,111.49
R00593,O016465,P0201,2026-07-14,Not as described,44.78
R00594,O007457,P0321,2024-12-28,Not as described,95.13
R00595,O009563,P0429,2024-08-02,Late delivery,196.54
R00596,O003783,P0086,2024-12-29,Damaged,11.11
R00597,O005152,P0052,2024-12-10,Damaged,38.43
R00598,O006906,P0154,2024-10-31,Late delivery,37.0
R00599,O011633,P0327,2025-07-06,Wrong size,53.98
R00600,O011169,P0334,2025-08-12,Late delivery,27.94
R00601,O004078,P0015,2025-12-11,Late delivery,41.81
R00602,O002081,P0116,2026-04-19,Wrong size,75.77
R00603,O014607,P0203,2025-10-16,Damaged,78.19
R00604,O009610,P0373,2025-04-14,Wrong size,21.46
R00605,O011831,P0276,2025-09-08,Damaged,41.68
R00606,O003352,P0136,2025-05-10,Damaged,82.18
R00607,O016812,P0093,2024-12-02,Wrong size,38.93
R00608,O016392,P0029,2026-01-22,Late delivery,32.74
R00609,O007844,P0334,2024-10-14,Not as described,41.03
R00610,O008454,P0373,2026-05-04,Not as described,12.28
R00611,O016018,P0405,2025-08-24,Not as described,31.75
R00612,O001159,P0059,2025-02-14,Late delivery,252.47
R00613,O008185,P0125,2024-08-27,Late delivery,120.78
R00614,O002858,P0076,2025-08-13,Damaged,41.72
R00615,O002020,P0466,2025-05-28,Late delivery,82.07
R00616,O010790,P0256,2025-02-19,Changed mind,111.18
R00617,O009604,P0077,2025-04-15,Damaged,16.58
R00618,O003595,P0378,2024-11-06,Changed mind,125.46
R00619,O002900,P0398,2025-02-01,Wrong size,61.62
R00620,O005712,P0496,2025-03-14,Changed mind,4.12
R00621,O008411,P0158,2025-09-29,Damaged,159.21
R00622,O003563,P0116,2025-09-26,Not as described,108.56
R00623,O014825,P0345,2026-05-04,Wrong size,44.71
R00624,O006855,P0105,2026-04-22,Changed mind,120.19
R00625,O018407,P0194,2024-08-10,Changed mind,43.31
R00626,O013668,P0293,2024-07-23,Damaged,33.77
R00627,O005821,P0497,2025-11-16,Not as described,32.34
R00628,O008420,P0341,2024-10-07,Not as described,50.43
R00629,O002462,P0414,2026-01-12,Late delivery,26.18
R00630,O007858,P0111,2026-03-11,Damaged,35.21
R00631,O009689,P0007,2024-10-06,Wrong size,12.37
R00632,O010994,P0322,2025-07-15,Late delivery,15.34
R00633,O016354,P0040,2024-11-15,Damaged,119.63
R00634,O010897,P0170,2026-02-28,Not as described,83.23
R00635,O007881,P0384,2024-08-01,Changed mind,148.33
R00636,O003541,P0402,2024-09-04,Late delivery,88.96
R00637,O000352,P0492,2024-09-08,Not as described,11.23
R00638,O018172,P0353,2026-03-01,Not as described,66.29
R00639,O013040,P0487,2025-06-27,Changed mind,27.61
R00640,O008806,P0207,2025-11-29,Changed mind,67.69
R00641,O015027,P0110,2025-05-15,Wrong size,21.92
R00642,O004541,P0129,2025-03-22,Changed mind,41.49
R00643,O015831,P0095,2025-06-27,Wrong size,86.15
R00644,O009418,P0074,2026-02-24,Changed mind,60.93
R00645,O000485,P0079,2025-12-15,Late delivery,177.21
R00646,O018886,P0123,2025-03-25,Damaged,90.49
R00647,O019474,P0223,2026-02-05,Late delivery,2.58
R00648,O015233,P0454,2025-10-13,Late delivery,19.16
R00649,O008370,P0039,2025-07-15,Late delivery,31.38
R00650,O004567,P0251,2024-10-16,Late delivery,13.64
R00651,O007357,P0326,2025-08-29,Wrong size,26.73
R00652,O002192,P0468,2024-11-15,Not as described,89.52
R00653,O014658,P0201,2026-02-10,Damaged,15.83
R00654,O005372,P0204,2026-06-10,Not as described,97.18
R00655,O014757,P0311,2025-12-17,Not as described,64.95
R00656,O009204,P0018,2025-04-10,Changed mind,20.07
R00657,O015393,P0462,2024-10-26,Wrong size,36.88
R00658,O000890,P0354,2025-06-05,Changed mind,40.41
R00659,O015149,P0489,2025-03-25,Changed mind,102.09
R00660,O013391,P0384,2025-01-03,Not as described,175.69
R00661,O017778,P0092,2025-08-30,Changed mind,36.0
R00662,O011829,P0019,2025-02-25,Wrong size,25.24
R00663,O019166,P0033,2025-04-03,Not as described,173.95
R00664,O002124,P0074,2025-12-08,Not as described,30.54
R00665,O000967,P0465,2026-04-03,Not as described,126.52
R00666,O005192,P0318,2025-03-21,Damaged,262.29
R00667,O017555,P0480,2024-11-17,Wrong size,60.84
R00668,O018905,P0176,2024-11-26,Changed mind,115.52
R00669,O016163,P0462,2025-04-10,Changed mind,97.95
R00670,O005344,P0177,2024-12-17,Changed mind,49.86
R00671,O007855,P0208,2026-01-02,Late delivery,78.54
R00672,O008219,P0148,2024-09-04,Changed mind,86.25
R00673,O007719,P0245,2025-03-07,Not as described,37.34
R00674,O001175,P0047,2025-01-13,Wrong size,14.52
R00675,O005199,P0112,2026-04-11,Wrong size,2.71
R00676,O012962,P0035,2025-01-31,Not as described,79.36
R00677,O005845,P0432,2026-03-16,Damaged,112.2
R00678,O007043,P0227,2026-07-14,Damaged,152.32
R00679,O007899,P0382,2026-04-08,Late delivery,109.87
R00680,O005976,P0263,2024-11-12,Late delivery,143.44
R00681,O011324,P0435,2026-01-31,Damaged,91.35
R00682,O019745,P0156,2026-04-17,Not as described,41.76
R00683,O001351,P0363,2024-11-07,Not as described,63.98
R00684,O006204,P0291,2024-11-12,Changed mind,31.37
R00685,O019844,P0454,2026-04-05,Not as described,82.99
R00686,O006163,P0403,2024-10-04,Changed mind,62.67
R00687,O014395,P0299,2025-01-30,Damaged,175.99
R00688,O000826,P0172,2024-07-04,Wrong size,76.48
R00689,O012747,P0023,2024-12-27,Damaged,131.57
R00690,O014328,P0375,2025-02-09,Changed mind,13.06
R00691,O016940,P0029,2025-02-28,Not as described,53.02
R00692,O005244,P0302,2024-08-18,Changed mind,26.47
R00693,O008360,P0061,2024-11-22,Wrong size,26.49
R00694,O003055,P0014,2024-07-19,Wrong size,74.15
R00695,O002941,P0048,2026-01-10,Wrong size,84.39
R00696,O019231,P0173,2026-04-12,Late delivery,89.86
R00697,O004431,P0263,2026-01-18,Wrong size,63.72
R00698,O009886,P0364,2026-07-14,Damaged,15.26
R00699,O007647,P0208,2026-06-15,Late delivery,58.94
R00700,O002274,P0067,2025-10-28,Damaged,132.81
R00701,O014327,P0463,2026-05-15,Damaged,126.11
R00702,O002246,P0455,2025-01-03,Damaged,151.7
R00703,O016131,P0236,2025-03-31,Wrong size,105.06
R00704,O018067,P0261,2026-05-21,Late delivery,111.57
R00705,O013888,P0396,2025-02-20,Wrong size,177.93
R00706,O015162,P0229,2024-08-21,Damaged,40.49
R00707,O001422,P0104,2025-06-17,Wrong size,49.5
R00708,O013185,P0179,2025-06-25,Wrong size,78.9
R00709,O017230,P0437,2025-06-19,Changed mind,50.73
R00710,O000513,P0148,2025-03-24,Damaged,39.53
R00711,O006212,P0219,2026-06-11,Damaged,70.29
R00712,O000787,P0337,2025-06-06,Wrong size,52.46
R00713,O009206,P0135,2025-09-08,Late delivery,67.49
R00714,O000692,P0323,2025-07-10,Not as described,21.5
R00715,O006019,P0214,2026-04-13,Late delivery,17.89
R00716,O005257,P0296,2025-07-26,Wrong size,137.04
R00717,O017618,P0137,2025-03-03,Damaged,99.19
R00718,O005841,P0390,2025-02-06,Not as described,43.33
R00719,O004892,P0091,2025-10-21,Damaged,90.44
R00720,O009245,P0004,2025-02-13,Changed mind,46.98
R00721,O019916,P0088,2026-04-16,Late delivery,138.65
R00722,O017917,P0097,2024-10-07,Late delivery,15.43
R00723,O015117,P0123,2026-04-12,Damaged,50.83
R00724,O016476,P0499,2025-08-26,Not as described,183.73
R00725,O017925,P0448,2025-04-03,Not as described,26.23
R00726,O001334,P0113,2025-08-29,Late delivery,24.6
R00727,O019156,P0160,2024-09-27,Late delivery,59.32
R00728,O016711,P0108,2025-07-05,Late delivery,40.09
R00729,O005750,P0035,2025-05-18,Damaged,75.96
R00730,O002740,P0467,2025-11-21,Late delivery,46.34
R00731,O012508,P0181,2025-01-10,Damaged,33.97
R00732,O010522,P0262,2025-05-13,Changed mind,13.3
R00733,O002300,P0377,2024-12-08,Damaged,49.68
R00734,O014676,P0283,2026-01-12,Changed mind,74.76
R00735,O000109,P0367,2024-07-05,Changed mind,38.41
R00736,O010351,P0342,2024-11-11,Late delivery,25.79
R00737,O004676,P0055,2025-08-12,Damaged,37.8
R00738,O000196,P0386,2026-04-21,Wrong size,81.73
R00739,O002966,P0399,2026-04-08,Not as described,206.2
R00740,O005209,P0055,2025-05-23,Wrong size,37.48
R00741,O013013,P0036,2025-09-08,Not as described,42.51
R00742,O012031,P0192,2025-10-04,Damaged,21.63
R00743,O019510,P0319,2025-11-12,Wrong size,195.47
R00744,O008030,P0292,2026-06-25,Damaged,24.57
R00745,O015039,P0496,2025-05-26,Changed mind,29.3
R00746,O006228,P0225,2024-08-02,Late delivery,364.59
R00747,O009288,P0119,2024-10-29,Not as described,19.1
R00748,O003434,P0405,2026-07-22,Late delivery,62.92
R00749,O012284,P0293,2025-10-11,Not as described,43.41
R00750,O004059,P0439,2026-01-10,Wrong size,149.86
R00751,O005391,P0051,2026-01-12,Changed mind,39.6
R00752,O005546,P0485,2026-04-23,Wrong size,172.65
R00753,O001218,P0239,2025-11-16,Wrong size,35.61
R00754,O012638,P0355,2025-04-13,Changed mind,106.12
R00755,O004067,P0106,2026-02-09,Wrong size,55.14
R00756,O017055,P0171,2026-04-11,Damaged,130.52
R00757,O015373,P0083,2025-11-09,Changed mind,21.56
R00758,O015010,P0355,2024-11-14,Not as described,24.23
R00759,O001993,P0114,2025-08-14,Wrong size,116.66
R00760,O012860,P0461,2026-02-05,Late delivery,200.08
R00761,O015963,P0269,2025-02-01,Changed mind,12.88
R00762,O002052,P0122,2025-03-02,Not as described,212.23
R00763,O006335,P0426,2026-06-14,Damaged,90.68
R00764,O018384,P0342,2025-03-26,Changed mind,88.37
R00765,O013570,P0012,2026-04-30,Wrong size,92.51
R00766,O017658,P0383,2024-11-13,Damaged,99.52
R00767,O009010,P0087,2025-01-01,Late delivery,39.7
R00768,O001846,P0199,2025-07-07,Damaged,139.82
R00769,O017612,P0253,2025-12-20,Late delivery,74.83
R00770,O008425,P0004,2025-08-15,Damaged,115.85
R00771,O008108,P0431,2025-06-05,Damaged,52.4
R00772,O016939,P0004,2025-11-17,Wrong size,21.63
R00773,O008505,P0334,2024-08-15,Late delivery,59.18
R00774,O014895,P0197,2025-12-16,Not as described,44.65
R00775,O013803,P0316,2024-10-15,Damaged,110.96
R00776,O010867,P0328,2024-10-28,Wrong size,90.56
R00777,O002518,P0359,2025-04-14,Changed mind,42.45
R00778,O011375,P0478,2024-12-29,Not as described,71.32
R00779,O009197,P0024,2026-04-08,Wrong size,82.3
R00780,O006900,P0208,2026-04-14,Damaged,38.55
R00781,O008172,P0482,2024-07-29,Damaged,142.47
R00782,O015403,P0249,2024-11-12,Damaged,95.84
R00783,O001520,P0380,2025-09-07,Late delivery,99.63
R00784,O010616,P0264,2024-09-18,Late delivery,48.24
R00785,O017509,P0198,2025-12-04,Late delivery,18.48
R00786,O009155,P0164,2024-09-20,Wrong size,62.22
R00787,O009731,P0118,2026-01-07,Late delivery,101.29
R00788,O000811,P0222,2026-04-11,Damaged,27.86
R00789,O010148,P0385,2026-03-15,Not as described,22.23
R00790,O013590,P0188,2025-09-28,Late delivery,117.27
R00791,O014061,P0138,2025-10-08,Not as described,34.72
R00792,O011932,P0003,2026-02-23,Changed mind,33.71
R00793,O018361,P0224,2025-11-08,Changed mind,48.28
R00794,O001837,P0196,2024-08-20,Changed mind,105.56
R00795,O012633,P0226,2024-11-05,Late delivery,3.82
R00796,O002519,P0183,2026-05-21,Wrong size,7.13
R00797,O013229,P0253,2026-06-19,Late delivery,59.87
R00798,O009277,P0336,2025-09-23,Wrong size,145.64
R00799,O004231,P0193,2024-12-10,Wrong size,45.66
R00800,O010671,P0242,2026-02-19,Late delivery,38.01
R00801,O016474,P0208,2025-05-06,Not as described,91.98
R00802,O013800,P0364,2026-02-02,Damaged,24.88
R00803,O019287,P0442,2026-06-17,Late delivery,117.62
R00804,O010920,P0088,2024-11-17,Damaged,57.16
R00805,O001997,P0449,2025-11-10,Late delivery,128.01
R00806,O019140,P0443,2025-05-30,Changed mind,61.25
R00807,O013248,P0224,2025-06-22,Damaged,14.22
R00808,O002043,P0416,2026-03-26,Wrong size,28.58
R00809,O016297,P0214,2026-07-13,Wrong size,33.74
R00810,O004129,P0373,2025-03-24,Not as described,38.96
R00811,O018969,P0338,2025-01-29,Not as described,99.59
R00812,O012995,P0409,2026-06-13,Changed mind,107.55
R00813,O002715,P0017,2026-07-01,Late delivery,101.32
R00814,O005480,P0420,2024-10-17,Late delivery,66.31
R00815,O010646,P0225,2025-02-04,Damaged,43.07
R00816,O010009,P0292,2025-02-26,Wrong size,56.43
R00817,O016447,P0461,2025-10-08,Wrong size,98.01
R00818,O000651,P0179,2024-08-08,Changed mind,74.48
R00819,O016857,P0375,2026-01-30,Wrong size,4.57
R00820,O004098,P0262,2026-03-03,Wrong size,50.8
R00821,O016868,P0133,2025-05-13,Late delivery,68.13
R00822,O011715,P0259,2025-04-24,Not as described,65.23
R00823,O001482,P0478,2026-03-22,Wrong size,27.84
R00824,O008624,P0187,2024-10-05,Changed mind,200.3
R00825,O009699,P0389,2025-02-15,Late delivery,159.48
R00826,O017401,P0362,2026-04-21,Wrong size,66.44
R00827,O002106,P0357,2025-12-25,Damaged,48.84
R00828,O004876,P0391,2024-12-09,Not as described,270.36
R00829,O008312,P0232,2026-03-10,Damaged,42.09
R00830,O018085,P0154,2025-10-30,Wrong size,63.96
R00831,O001939,P0352,2024-12-23,Wrong size,150.67
R00832,O013645,P0294,2025-10-12,Damaged,38.21
R00833,O013630,P0293,2025-05-31,Changed mind,111.3
R00834,O008855,P0143,2024-07-30,Changed mind,3.72
R00835,O019502,P0007,2025-12-31,Not as described,62.35
R00836,O010492,P0255,2024-12-17,Damaged,154.45
R00837,O009337,P0118,2025-09-20,Changed mind,36.14
R00838,O007408,P0049,2026-01-03,Wrong size,28.34
R00839,O011972,P0166,2026-02-12,Wrong size,84.61
R00840,O000479,P0283,2025-09-30,Changed mind,33.9
R00841,O005608,P0158,2025-06-16,Late delivery,88.94
R00842,O001128,P0282,2024-11-02,Not as described,8.12
R00843,O007346,P0348,2025-06-28,Damaged,39.36
R00844,O013731,P0189,2026-06-06,Wrong size,19.58
R00845,O003061,P0200,2025-09-28,Damaged,30.25
R00846,O007388,P0160,2024-12-13,Changed mind,17.1
R00847,O016250,P0021,2024-12-02,Damaged,29.88
R00848,O000131,P0363,2025-11-24,Not as described,3.78
R00849,O003100,P0425,2026-06-26,Not as described,90.09
R00850,O003702,P0424,2026-06-28,Changed mind,10.99
R00851,O010630,P0283,2025-05-05,Wrong size,32.7
R00852,O010971,P0082,2025-02-23,Wrong size,70.83
R00853,O004422,P0385,2025-01-03,Changed mind,194.94
R00854,O001858,P0302,2026-05-31,Late delivery,36.57
R00855,O013022,P0171,2025-08-03,Wrong size,86.79
R00856,O014431,P0232,2024-12-07,Wrong size,128.54
R00857,O014616,P0305,2025-08-08,Not as described,15.44
R00858,O018373,P0183,2025-07-28,Changed mind,24.55
R00859,O016594,P0408,2026-05-07,Damaged,3.16
R00860,O000839,P0353,2026-03-22,Late delivery,67.61
R00861,O010245,P0170,2024-12-20,Wrong size,24.97
R00862,O005375,P0302,2025-12-28,Late delivery,41.92
R00863,O014135,P0071,2026-03-09,Late delivery,30.76
R00864,O002801,P0265,2025-01-03,Damaged,110.92
R00865,O001282,P0113,2025-06-19,Late delivery,37.15
R00866,O007119,P0071,2026-07-16,Late delivery,56.11
R00867,O015583,P0359,2026-03-10,Damaged,1.98
R00868,O000253,P0442,2024-10-19,Damaged,56.75
R00869,O018380,P0348,2026-01-03,Not as described,49.77
R00870,O017881,P0155,2026-02-28,Not as described,29.82
R00871,O007053,P0013,2026-01-05,Wrong size,60.79
R00872,O017846,P0262,2026-04-29,Not as described,79.3
R00873,O019014,P0208,2026-04-23,Late delivery,72.62
R00874,O006824,P0464,2025-05-07,Not as described,49.49
R00875,O004906,P0237,2026-02-21,Wrong size,102.17
R00876,O016161,P0355,2025-03-02,Late delivery,46.12
R00877,O004217,P0117,2025-06-26,Damaged,55.87
R00878,O008001,P0257,2026-04-16,Changed mind,156.89
R00879,O003432,P0145,2025-02-05,Not as described,36.86
R00880,O016126,P0394,2025-01-25,Late delivery,60.35
R00881,O006766,P0194,2025-06-14,Not as described,97.31
R00882,O007546,P0003,2025-07-14,Wrong size,15.15
R00883,O004321,P0499,2024-12-27,Damaged,45.13
R00884,O016316,P0204,2024-12-20,Damaged,65.78
R00885,O014778,P0238,2025-03-26,Damaged,108.12
R00886,O012403,P0041,2026-03-30,Late delivery,13.5
R00887,O003110,P0032,2025-06-02,Changed mind,123.4
R00888,O004700,P0100,2025-02-10,Damaged,65.59
R00889,O008851,P0161,2025-01-08,Changed mind,133.58
R00890,O002057,P0397,2025-12-25,Damaged,44.06
R00891,O010957,P0438,2026-03-16,Changed mind,34.34
R00892,O011579,P0356,2026-02-12,Changed mind,93.89
R00893,O001677,P0206,2025-07-31,Not as described,57.73
R00894,O019471,P0404,2025-01-14,Not as described,101.64
R00895,O017958,P0186,2024-10-14,Not as described,33.68
R00896,O007259,P0392,2024-11-30,Damaged,46.48
R00897,O013813,P0324,2024-11-11,Wrong size,134.87
R00898,O010510,P0499,2025-09-06,Not as described,91.17
R00899,O016252,P0301,2025-01-21,Not as described,56.75
R00900,O005443,P0080,2025-05-07,Not as described,24.2
R00901,O019590,P0473,2024-08-30,Wrong size,4.38
R00902,O006406,P0341,2025-06-03,Changed mind,50.76
R00903,O008278,P0265,2026-01-26,Changed mind,26.67
R00904,O018549,P0001,2025-12-16,Wrong size,73.62
R00905,O007565,P0319,2026-07-14,Late delivery,30.76
R00906,O009417,P0221,2026-03-28,Not as described,65.9
R00907,O008424,P0355,2026-04-15,Changed mind,114.63
R00908,O016206,P0317,2025-05-28,Damaged,36.16
R00909,O010514,P0460,2024-11-27,Not as described,18.9
R00910,O005274,P0022,2026-04-23,Changed mind,66.17
R00911,O008087,P0020,2026-03-21,Late delivery,25.37
R00912,O005002,P0119,2025-09-02,Late delivery,66.74
R00913,O006402,P0301,2025-12-01,Changed mind,197.59
R00914,O002619,P0265,2025-01-08,Late delivery,33.81
R00915,O016567,P0255,2024-12-23,Changed mind,41.14
R00916,O015846,P0246,2025-11-23,Damaged,88.77
R00917,O015825,P0185,2026-05-08,Late delivery,47.31
R00918,O012974,P0047,2025-05-13,Late delivery,58.31
R00919,O010107,P0108,2024-10-10,Not as described,30.62
R00920,O006626,P0261,2025-11-01,Changed mind,107.98
R00921,O017571,P0359,2025-12-31,Not as described,42.01
R00922,O010659,P0094,2025-10-06,Late delivery,111.66
R00923,O007511,P0368,2025-08-26,Damaged,27.89
R00924,O016610,P0229,2026-06-30,Wrong size,108.85
R00925,O015722,P0167,2026-04-18,Not as described,27.57
R00926,O006841,P0206,2025-09-23,Late delivery,25.07
R00927,O002394,P0110,2024-08-15,Wrong size,48.51
R00928,O006897,P0263,2024-09-29,Wrong size,35.53
R00929,O018535,P0166,2024-09-01,Not as described,70.64
R00930,O013715,P0131,2024-08-08,Late delivery,230.98
R00931,O005924,P0237,2025-10-14,Changed mind,31.47
R00932,O011400,P0205,2025-06-04,Changed mind,23.28
R00933,O019997,P0239,2025-08-21,Wrong size,73.28
R00934,O016703,P0043,2024-11-14,Damaged,76.39
R00935,O007672,P0003,2025-12-22,Damaged,13.78
R00936,O018728,P0229,2025-11-12,Damaged,184.34
R00937,O003005,P0366,2024-10-03,Wrong size,72.18
R00938,O001430,P0473,2025-11-14,Not as described,44.66
R00939,O011365,P0111,2025-06-05,Damaged,113.55
R00940,O015802,P0035,2025-02-13,Changed mind,54.94
R00941,O019362,P0408,2024-11-04,Not as described,33.52
R00942,O015095,P0128,2026-01-10,Late delivery,53.67
R00943,O009802,P0401,2025-10-30,Changed mind,10.92
R00944,O012377,P0236,2026-05-11,Not as described,93.8
R00945,O019204,P0176,2024-11-03,Not as described,190.35
R00946,O018436,P0291,2024-09-30,Late delivery,11.4
R00947,O006164,P0183,2025-02-03,Damaged,144.19
R00948,O000610,P0250,2026-01-01,Damaged,29.62
R00949,O006222,P0279,2025-04-14,Changed mind,128.03
R00950,O001519,P0294,2025-09-01,Late delivery,279.94
R00951,O002911,P0482,2025-11-20,Changed mind,81.37
R00952,O001405,P0372,2025-10-25,Wrong size,82.72
R00953,O006609,P0432,2026-02-07,Late delivery,133.71
R00954,O017367,P0416,2025-06-26,Wrong size,63.27
R00955,O012382,P0246,2025-05-28,Wrong size,15.73
R00956,O018956,P0006,2024-08-02,Damaged,53.82
R00957,O005941,P0329,2025-05-12,Damaged,28.33
R00958,O012800,P0082,2026-06-15,Changed mind,101.36
R00959,O014051,P0320,2025-08-25,Late delivery,115.94
R00960,O003827,P0260,2026-03-06,Late delivery,196.48
R00961,O003079,P0372,2024-07-28,Damaged,148.17
R00962,O007229,P0061,2026-01-25,Not as described,80.82
R00963,O010776,P0455,2025-04-21,Not as described,70.79
R00964,O014364,P0022,2024-12-18,Wrong size,31.46
R00965,O003532,P0005,2025-07-08,Changed mind,59.66
R00966,O009063,P0207,2026-04-24,Changed mind,25.57
R00967,O002329,P0376,2025-07-30,Wrong size,16.64
R00968,O016248,P0226,2025-06-07,Damaged,34.1
R00969,O010571,P0355,2025-05-16,Wrong size,22.26
R00970,O012399,P0046,2024-10-20,Damaged,152.1
R00971,O004369,P0370,2025-08-05,Damaged,72.86
R00972,O003430,P0354,2025-07-08,Changed mind,217.23
R00973,O017607,P0056,2025-07-05,Changed mind,32.8
R00974,O014618,P0244,2024-10-08,Late delivery,49.35
