product_id,product_name,category,subcategory,unit_cost,list_price,launch_date
P0361,Asteria Home 362,Home,Portable,169.94,333.06,2022-08-03
P0362,Asteria Fitness 363,Fitness,Premium,123.66,203.65,2024-04-26
P0363,Asteria Beauty 364,Beauty,Premium,65.46,427.8,2023-03-24
P0364,Asteria Office 365,Office,Portable,44.78,270.71,2024-03-27
P0365,Asteria Outdoors 366,Outdoors,Premium,13.96,164.36,2023-03-10
P0366,Asteria Electronics 367,Electronics,Essentials,52.86,66.08,2022-10-26
P0367,Asteria Home 368,Home,Portable,28.09,286.46,2022-11-08
P0368,Asteria Fitness 369,Fitness,Accessories,68.98,257.9,2024-06-05
P0369,Asteria Beauty 370,Beauty,Accessories,127.65,391.96,2022-10-22
P0370,Asteria Office 371,Office,Essentials,125.8,157.25,2023-11-07
P0371,Asteria Outdoors 372,Outdoors,Premium,60.0,393.61,2023-01-03
P0372,Asteria Electronics 373,Electronics,Premium,93.51,116.89,2022-05-22
P0373,Asteria Home 374,Home,Premium,42.15,286.86,2024-03-28
P0374,Asteria Fitness 375,Fitness,Accessories,92.52,197.73,2023-09-15
P0375,Asteria Beauty 376,Beauty,Essentials,93.77,167.15,2022-08-08
P0376,Asteria Office 377,Office,Premium,57.03,214.78,2024-03-10
P0377,Asteria Outdoors 378,Outdoors,Portable,49.67,116.64,2023-12-06
P0378,Asteria Electronics 379,Electronics,Accessories,176.41,220.51,2023-04-19
P0379,Asteria Home 380,Home,Premium,98.53,388.79,2022-04-27
P0380,Asteria Fitness 381,Fitness,Essentials,102.93,128.66,2023-11-09
P0381,Asteria Beauty 382,Beauty,Essentials,5.37,356.9,2023-08-28
P0382,Asteria Office 383,Office,Premium,36.0,344.92,2022-10-04
P0383,Asteria Outdoors 384,Outdoors,Essentials,66.77,83.46,2024-03-28
P0384,Asteria Electronics 385,Electronics,Essentials,174.01,424.34,2023-10-13
P0385,Asteria Home 386,Home,Portable,34.84,381.42,2023-10-23
P0386,Asteria Fitness 387,Fitness,Portable,57.38,384.56,2023-08-16
P0387,Asteria Beauty 388,Beauty,Accessories,178.27,390.7,2023-03-31
P0388,Asteria Office 389,Office,Portable,88.68,284.63,2024-01-06
P0389,Asteria Outdoors 390,Outdoors,Premium,60.04,476.9,2023-08-23
P0390,Asteria Electronics 391,Electronics,Accessories,115.65,144.56,2022-06-29
P0391,Asteria Home 392,Home,Portable,91.35,114.19,2022-09-08
P0392,Asteria Fitness 393,Fitness,Essentials,172.51,341.55,2022-05-28
P0393,Asteria Beauty 394,Beauty,Premium,18.64,149.56,2023-01-03
P0394,Asteria Office 395,Office,Essentials,143.14,296.65,2023-03-24
P0395,Asteria Outdoors 396,Outdoors,Portable,53.12,195.32,2024-01-13
P0396,Asteria Electronics 397,Electronics,Portable,145.97,182.46,2024-02-25
P0397,Asteria Home 398,Home,Accessories,153.2,430.04,2023-04-27
P0398,Asteria Fitness 399,Fitness,Accessories,153.46,191.82,2023-08-13
P0399,Asteria Beauty 400,Beauty,Premium,156.54,195.68,2022-10-10
P0400,Asteria Office 401,Office,Essentials,130.39,324.55,2024-06-24
P0401,Asteria Outdoors 402,Outdoors,Portable,29.06,378.26,2022-07-20
P0402,Asteria Electronics 403,Electronics,Portable,13.13,401.48,2024-02-16
P0403,Asteria Home 404,Home,Portable,63.97,120.18,2023-08-21
P0404,Asteria Fitness 405,Fitness,Premium,91.13,424.83,2023-09-21
P0405,Asteria Beauty 406,Beauty,Essentials,57.26,297.27,2022-06-23
P0406,Asteria Office 407,Office,Accessories,134.63,397.27,2022-12-03
P0407,Asteria Outdoors 408,Outdoors,Essentials,131.15,163.94,2024-06-03
P0408,Asteria Electronics 409,Electronics,Essentials,175.06,218.82,2022-08-19
P0409,Asteria Home 410,Home,Portable,74.5,257.64,2023-01-07
P0410,Asteria Fitness 411,Fitness,Portable,142.29,282.02,2024-05-08
P0411,Asteria Beauty 412,Beauty,Premium,134.45,168.06,2022-10-15
P0412,Asteria Office 413,Office,Accessories,178.02,264.09,2024-06-04
P0413,Asteria Outdoors 414,Outdoors,Accessories,140.16,323.45,2023-07-27
P0414,Asteria Electronics 415,Electronics,Essentials,53.91,181.23,2024-02-23
P0415,Asteria Home 416,Home,Essentials,6.69,246.35,2024-06-23
P0416,Asteria Fitness 417,Fitness,Premium,174.4,218.0,2023-04-11
P0417,Asteria Beauty 418,Beauty,Portable,130.03,419.39,2022-12-30
P0418,Asteria Office 419,Office,Premium,147.02,292.43,2023-06-14
P0419,Asteria Outdoors 420,Outdoors,Accessories,143.61,270.0,2023-10-01
P0420,Asteria Electronics 421,Electronics,Essentials,133.49,453.96,2023-05-18
P0421,Asteria Home 422,Home,Portable,136.26,323.19,2024-03-02
P0422,Asteria Fitness 423,Fitness,Portable,167.58,209.48,2024-05-23
P0423,Asteria Beauty 424,Beauty,Premium,164.88,312.34,2024-02-27
P0424,Asteria Office 425,Office,Essentials,70.74,462.04,2024-05-19
P0425,Asteria Outdoors 426,Outdoors,Portable,9.45,23.03,2022-10-25
P0426,Asteria Electronics 427,Electronics,Portable,10.81,305.24,2023-03-03
P0427,Asteria Home 428,Home,Accessories,82.61,103.26,2024-02-03
P0428,Asteria Fitness 429,Fitness,Premium,150.96,394.1,2023-04-03
P0429,Asteria Beauty 430,Beauty,Accessories,153.18,311.84,2023-06-10
P0430,Asteria Office 431,Office,Premium,75.17,450.51,2024-04-03
P0431,Asteria Outdoors 432,Outdoors,Accessories,57.08,325.36,2022-05-17
P0432,Asteria Electronics 433,Electronics,Portable,93.16,116.45,2022-06-12
P0433,Asteria Home 434,Home,Premium,150.53,250.85,2022-11-02
P0434,Asteria Fitness 435,Fitness,Essentials,116.02,434.92,2022-09-24
P0435,Asteria Beauty 436,Beauty,Accessories,28.61,120.72,2023-04-21
P0436,Asteria Office 437,Office,Portable,67.75,84.69,2022-09-27
P0437,Asteria Outdoors 438,Outdoors,Essentials,101.75,348.91,2023-05-06
P0438,Asteria Electronics 439,Electronics,Portable,98.73,247.17,2024-02-20
P0439,Asteria Home 440,Home,Premium,150.19,187.74,2024-02-19
P0440,Asteria Fitness 441,Fitness,Accessories,168.06,210.08,2022-08-18
P0441,Asteria Beauty 442,Beauty,Accessories,21.68,164.92,2023-07-10
P0442,Asteria Office 443,Office,Essentials,43.5,324.56,2022-11-26
P0443,Asteria Outdoors 444,Outdoors,Essentials,73.02,232.71,2024-03-08
P0444,Asteria Electronics 445,Electronics,Portable,56.17,240.01,2023-07-09
P0445,Asteria Home 446,Home,Accessories,75.86,389.49,2024-04-26
P0446,Asteria Fitness 447,Fitness,Accessories,11.17,142.3,2024-01-07
P0447,Asteria Beauty 448,Beauty,Premium,15.62,326.76,2024-04-05
P0448,Asteria Office 449,Office,Essentials,151.55,189.44,2024-01-17
P0449,Asteria Outdoors 450,Outdoors,Premium,22.05,207.8,2023-03-04
P0450,Asteria Electronics 451,Electronics,Accessories,149.04,272.16,2024-06-27
P0451,Asteria Home 452,Home,Accessories,57.95,337.56,2024-01-29
P0452,Asteria Fitness 453,Fitness,Premium,58.42,454.35,2022-12-27
P0453,Asteria Beauty 454,Beauty,Essentials,21.73,137.9,2024-03-04
P0454,Asteria Office 455,Office,Essentials,6.33,60.55,2023-04-14
P0455,Asteria Outdoors 456,Outdoors,Portable,66.53,212.67,2022-08-08
P0456,Asteria Electronics 457,Electronics,Accessories,151.02,267.86,2022-10-16
P0457,Asteria Home 458,Home,Portable,165.91,207.39,2024-03-26
P0458,Asteria Fitness 459,Fitness,Essentials,14.84,428.75,2024-03-05
P0459,Asteria Beauty 460,Beauty,Premium,9.44,385.86,2022-12-15
P0460,Asteria Office 461,Office,Premium,31.95,243.03,2023-09-28
P0461,Asteria Outdoors 462,Outdoors,Premium,138.87,222.63,2023-08-03
P0462,Asteria Electronics 463,Electronics,Premium,40.06,50.08,2023-06-16
P0463,Asteria Home 464,Home,Essentials,44.62,263.26,2023-03-26
P0464,Asteria Fitness 465,Fitness,Essentials,160.45,290.81,2023-07-08
P0465,Asteria Beauty 466,Beauty,Portable,157.99,429.28,2024-06-13
P0466,Asteria Office 467,Office,Premium,121.97,246.51,2024-04-17
P0467,Asteria Outdoors 468,Outdoors,Essentials,32.87,85.65,2024-07-01
P0468,Asteria Electronics 469,Electronics,Premium,71.08,96.27,2023-12-03
P0469,Asteria Home 470,Home,Portable,45.57,86.82,2022-09-17
P0470,Asteria Fitness 471,Fitness,Premium,122.24,451.23,2022-05-16
P0471,Asteria Beauty 472,Beauty,Portable,141.27,383.31,2023-06-17
P0472,Asteria Office 473,Office,Essentials,29.02,397.99,2024-06-10
P0473,Asteria Outdoors 474,Outdoors,Essentials,162.04,405.32,2024-05-05
P0474,Asteria Electronics 475,Electronics,Accessories,85.46,106.82,2022-09-18
P0475,Asteria Home 476,Home,Accessories,143.92,340.62,2023-10-01
P0476,Asteria Fitness 477,Fitness,Portable,13.09,341.63,2022-07-27
P0477,Asteria Beauty 478,Beauty,Premium,67.46,117.22,2023-05-23
P0478,Asteria Office 479,Office,Essentials,6.6,241.63,2022-07-29
P0479,Asteria Outdoors 480,Outdoors,Accessories,130.45,322.02,2024-03-15
P0480,Asteria Electronics 481,Electronics,Premium,17.98,431.95,2022-08-15
P0481,Asteria Home 482,Home,Essentials,63.54,79.42,2023-04-21
P0482,Asteria Fitness 483,Fitness,Essentials,141.59,429.55,2023-07-17
P0483,Asteria Beauty 484,Beauty,Accessories,135.82,443.69,2023-05-05
P0484,Asteria Office 485,Office,Accessories,116.69,444.25,2023-10-14
P0485,Asteria Outdoors 486,Outdoors,Essentials,126.15,157.69,2023-03-07
P0486,Asteria Electronics 487,Electronics,Accessories,118.62,148.28,2022-10-24
P0487,Asteria Home 488,Home,Portable,116.86,335.5,2022-09-22
P0488,Asteria Fitness 489,Fitness,Portable,65.54,162.57,2022-05-11
P0489,Asteria Beauty 490,Beauty,Premium,8.96,40.59,2023-08-06
P0490,Asteria Office 491,Office,Essentials,81.76,369.06,2022-10-25
P0491,Asteria Outdoors 492,Outdoors,Accessories,12.0,25.38,2022-07-22
P0492,Asteria Electronics 493,Electronics,Accessories,86.52,220.74,2024-06-17
P0493,Asteria Home 494,Home,Portable,85.68,455.47,2023-06-18
P0494,Asteria Fitness 495,Fitness,Accessories,35.45,218.03,2022-12-19
P0495,Asteria Beauty 496,Beauty,Accessories,142.03,438.76,2023-07-02
P0496,Asteria Office 497,Office,Accessories,127.94,203.41,2024-04-12
P0497,Asteria Outdoors 498,Outdoors,Accessories,102.48,174.25,2023-01-24
P0498,Asteria Electronics 499,Electronics,Premium,166.96,208.7,2023-08-12
P0499,Asteria Home 500,Home,Premium,54.54,179.59,2023-02-23
