customer_id,signup_date,region,age_group,acquisition_channel,loyalty_tier
C01221,2025-08-08,East,25-34,Paid Search,Bronze
C01222,2026-06-01,West,45-54,Referral,Silver
C01223,2025-10-20,East,25-34,Organic,Silver
C01224,2025-04-30,West,55+,Organic,Gold
C01225,2026-06-07,West,55+,Referral,Platinum
C01226,2024-09-17,Central,18-24,Organic,Bronze
C01227,2026-06-18,South,45-54,Organic,Silver
C01228,2024-10-21,West,55+,Social,Bronze
C01229,2025-01-27,West,18-24,Social,Gold
C01230,2026-02-19,Central,45-54,Organic,Silver
C01231,2025-12-17,Central,55+,Paid Search,Bronze
C01232,2026-06-08,East,25-34,Paid Search,Bronze
C01233,2025-12-29,East,35-44,Paid Search,Silver
C01234,2025-10-08,North,45-54,Organic,Gold
C01235,2025-03-10,Central,25-34,Email,Silver
C01236,2024-07-04,South,25-34,Social,Bronze
C01237,2024-09-29,West,25-34,Referral,Bronze
C01238,2025-02-03,West,25-34,Organic,Gold
C01239,2024-07-30,East,45-54,Email,Silver
C01240,2025-07-06,North,25-34,Referral,Bronze
C01241,2026-01-18,North,25-34,Social,Silver
C01242,2026-06-03,West,55+,Email,Silver
C01243,2025-06-22,East,35-44,Social,Silver
C01244,2026-03-30,North,55+,Social,Silver
C01245,2026-06-19,West,45-54,Referral,Gold
C01246,2026-03-19,South,55+,Social,Gold
C01247,2025-06-04,West,18-24,Social,Bronze
C01248,2025-02-23,South,55+,Referral,Bronze
C01249,2026-06-13,North,55+,Social,Silver
C01250,2024-12-24,North,18-24,Organic,Silver
C01251,2025-04-27,East,25-34,Email,Bronze
C01252,2024-08-23,East,35-44,Email,Gold
C01253,2026-01-30,West,35-44,Paid Search,Bronze
C01254,2025-10-17,East,45-54,Email,Bronze
C01255,2024-08-31,South,45-54,Organic,Gold
C01256,2024-12-09,South,25-34,Paid Search,Gold
C01257,2025-08-09,South,45-54,Referral,Bronze
C01258,2025-07-29,Central,55+,Email,Bronze
C01259,2026-02-05,North,35-44,Email,Bronze
C01260,2025-01-10,Central,55+,Email,Bronze
C01261,2026-05-06,South,45-54,Organic,Bronze
C01262,2025-05-21,North,55+,Referral,Bronze
C01263,2026-02-20,South,55+,Paid Search,Bronze
C01264,2024-12-21,North,18-24,Email,Silver
C01265,2024-07-27,West,55+,Referral,Silver
C01266,2024-08-10,East,18-24,Paid Search,Silver
C01267,2025-03-29,South,55+,Email,Bronze
C01268,2026-05-26,West,55+,Organic,Bronze
C01269,2024-08-05,West,25-34,Email,Bronze
C01270,2025-03-26,Central,18-24,Social,Gold
C01271,2024-09-18,Central,35-44,Organic,Bronze
C01272,2026-05-11,West,25-34,Email,Silver
C01273,2025-11-05,West,35-44,Referral,Bronze
C01274,2026-01-08,West,18-24,Organic,Gold
C01275,2025-12-02,East,18-24,Referral,Bronze
C01276,2025-10-22,West,35-44,Referral,Bronze
C01277,2026-01-16,North,45-54,Social,Gold
C01278,2024-07-06,West,25-34,Referral,Bronze
C01279,2026-03-23,Central,25-34,Paid Search,Silver
C01280,2025-12-22,North,18-24,Email,Bronze
C01281,2025-12-22,West,25-34,Email,Platinum
C01282,2025-04-13,Central,25-34,Social,Silver
C01283,2026-02-04,North,25-34,Referral,Bronze
C01284,2025-04-05,East,25-34,Referral,Gold
C01285,2024-08-05,Central,25-34,Email,Silver
C01286,2026-04-23,Central,45-54,Social,Silver
C01287,2024-12-18,North,25-34,Referral,Bronze
C01288,2024-09-13,South,45-54,Social,Bronze
C01289,2025-09-27,West,45-54,Email,Silver
C01290,2024-12-18,North,45-54,Organic,Bronze
C01291,2026-03-18,South,35-44,Paid Search,Gold
C01292,2025-05-20,North,55+,Referral,Bronze
C01293,2024-07-04,North,25-34,Social,Silver
C01294,2026-05-25,East,55+,Social,Bronze
C01295,2025-07-11,West,25-34,Referral,Silver
C01296,2025-01-08,West,18-24,Paid Search,Bronze
C01297,2025-11-06,West,55+,Paid Search,Bronze
C01298,2025-07-22,South,55+,Organic,Bronze
C01299,2024-07-22,South,18-24,Paid Search,Silver
C01300,2026-01-05,North,35-44,Social,Bronze
C01301,2025-04-19,North,35-44,Email,Silver
C01302,2025-11-23,South,25-34,Paid Search,Bronze
C01303,2026-04-14,North,35-44,Social,Silver
C01304,2025-09-19,North,45-54,Paid Search,Silver
C01305,2025-11-02,North,35-44,Referral,Bronze
C01306,2025-01-02,West,35-44,Social,Bronze
C01307,2024-12-21,East,55+,Organic,Bronze
C01308,2025-04-29,Central,25-34,Email,Silver
C01309,2026-03-14,West,45-54,Paid Search,Gold
C01310,2025-07-18,East,25-34,Referral,Bronze
C01311,2025-03-11,North,55+,Paid Search,Silver
C01312,2026-01-20,East,25-34,Referral,Silver
C01313,2026-03-15,North,55+,Email,Silver
C01314,2026-04-19,East,45-54,Organic,Bronze
C01315,2025-02-03,South,25-34,Email,Gold
C01316,2025-11-30,East,45-54,Email,Bronze
C01317,2025-09-04,South,25-34,Social,Gold
C01318,2025-05-24,West,25-34,Organic,Bronze
C01319,2025-04-16,West,25-34,Social,Silver
C01320,2024-09-22,West,45-54,Email,Platinum
C01321,2025-01-17,East,25-34,Organic,Gold
C01322,2025-08-05,East,35-44,Paid Search,Bronze
C01323,2026-04-08,North,35-44,Email,Gold
C01324,2026-03-24,West,18-24,Social,Bronze
C01325,2024-11-14,East,25-34,Referral,Silver
C01326,2025-11-08,South,25-34,Paid Search,Bronze
C01327,2024-08-31,South,25-34,Email,Silver
C01328,2025-11-05,Central,55+,Social,Bronze
C01329,2025-03-07,East,25-34,Paid Search,Bronze
C01330,2025-05-24,East,35-44,Referral,Bronze
C01331,2025-12-06,East,45-54,Email,Bronze
C01332,2025-05-06,South,45-54,Social,Bronze
C01333,2026-02-09,East,45-54,Paid Search,Gold
C01334,2025-07-24,South,35-44,Referral,Silver
C01335,2026-06-29,East,55+,Organic,Silver
C01336,2025-10-09,West,55+,Organic,Silver
C01337,2025-02-02,North,25-34,Organic,Bronze
C01338,2026-01-17,West,18-24,Email,Bronze
C01339,2025-04-24,South,25-34,Organic,Bronze
C01340,2025-07-25,West,55+,Email,Bronze
C01341,2024-10-08,West,55+,Organic,Silver
C01342,2024-09-26,West,45-54,Email,Silver
C01343,2025-08-24,East,45-54,Email,Silver
C01344,2024-11-14,Central,25-34,Referral,Silver
C01345,2026-06-28,East,35-44,Paid Search,Bronze
C01346,2026-03-16,West,18-24,Organic,Silver
C01347,2025-11-23,West,35-44,Email,Bronze
C01348,2025-12-18,South,18-24,Social,Gold
C01349,2025-09-07,South,18-24,Referral,Bronze
C01350,2024-08-13,East,55+,Organic,Bronze
C01351,2025-04-13,South,55+,Social,Bronze
C01352,2025-06-27,South,45-54,Organic,Bronze
C01353,2026-04-29,South,45-54,Social,Bronze
C01354,2024-12-08,East,25-34,Organic,Bronze
C01355,2025-06-28,North,35-44,Email,Silver
C01356,2025-03-08,West,45-54,Email,Gold
C01357,2024-10-06,East,35-44,Organic,Bronze
C01358,2024-09-14,West,25-34,Social,Bronze
C01359,2025-03-24,North,25-34,Social,Gold
C01360,2024-08-30,East,55+,Email,Bronze
C01361,2024-08-18,North,25-34,Social,Gold
C01362,2025-03-13,West,55+,Social,Bronze
C01363,2024-11-25,South,45-54,Referral,Bronze
C01364,2025-08-09,Central,55+,Social,Bronze
C01365,2024-07-13,South,35-44,Referral,Bronze
C01366,2025-02-06,East,25-34,Referral,Silver
C01367,2025-05-27,South,18-24,Referral,Silver
C01368,2026-06-03,East,35-44,Referral,Bronze
C01369,2025-10-06,East,25-34,Email,Gold
C01370,2026-04-04,South,18-24,Social,Bronze
C01371,2025-03-08,North,55+,Social,Bronze
C01372,2025-05-24,North,55+,Paid Search,Gold
C01373,2025-05-03,North,25-34,Referral,Gold
C01374,2026-04-08,Central,45-54,Email,Bronze
C01375,2026-05-31,South,35-44,Referral,Bronze
C01376,2026-06-02,North,35-44,Email,Bronze
C01377,2025-12-31,Central,45-54,Social,Bronze
C01378,2025-07-02,North,35-44,Paid Search,Silver
C01379,2025-07-30,South,55+,Referral,Bronze
C01380,2026-06-15,West,18-24,Email,Silver
C01381,2025-01-24,Central,45-54,Referral,Bronze
C01382,2025-03-10,West,55+,Social,Bronze
C01383,2026-04-15,East,55+,Social,Bronze
C01384,2025-04-08,Central,18-24,Organic,Bronze
C01385,2024-12-19,North,18-24,Organic,Silver
C01386,2025-08-13,Central,45-54,Email,Platinum
C01387,2025-02-23,West,55+,Paid Search,Gold
C01388,2026-04-11,Central,55+,Organic,Silver
C01389,2026-04-24,South,55+,Email,Bronze
C01390,2025-02-09,North,18-24,Email,Gold
C01391,2025-07-22,West,35-44,Organic,Gold
C01392,2026-06-18,East,45-54,Social,Gold
C01393,2025-12-24,East,45-54,Social,Bronze
C01394,2024-12-05,Central,45-54,Organic,Bronze
C01395,2025-09-04,East,25-34,Email,Silver
C01396,2025-09-25,South,35-44,Paid Search,Bronze
C01397,2025-10-20,South,35-44,Referral,Bronze
C01398,2024-07-19,North,55+,Organic,Bronze
C01399,2025-02-04,North,25-34,Referral,Silver
C01400,2026-03-16,North,25-34,Organic,Bronze
C01401,2024-12-23,West,18-24,Email,Silver
C01402,2025-02-04,West,18-24,Email,Silver
C01403,2025-02-21,East,55+,Social,Bronze
C01404,2024-11-07,South,55+,Paid Search,Bronze
C01405,2024-10-22,West,25-34,Organic,Gold
C01406,2025-03-10,West,45-54,Paid Search,Bronze
C01407,2026-03-30,Central,35-44,Email,Bronze
C01408,2024-07-02,East,55+,Email,Bronze
C01409,2025-01-23,West,25-34,Organic,Bronze
C01410,2024-08-14,East,55+,Organic,Silver
C01411,2025-08-14,East,25-34,Social,Bronze
C01412,2024-12-30,West,45-54,Social,Gold
C01413,2026-01-29,South,25-34,Referral,Bronze
C01414,2025-08-31,South,45-54,Email,Platinum
C01415,2026-01-23,South,25-34,Social,Silver
C01416,2025-10-06,East,55+,Social,Bronze
C01417,2025-05-16,East,45-54,Email,Silver
C01418,2026-03-20,West,25-34,Social,Bronze
C01419,2025-06-13,East,55+,Email,Gold
C01420,2026-05-24,North,45-54,Organic,Silver
C01421,2026-06-26,West,35-44,Referral,Bronze
C01422,2025-09-03,South,18-24,Referral,Bronze
C01423,2025-11-04,Central,55+,Social,Platinum
C01424,2025-01-03,North,45-54,Social,Silver
C01425,2026-02-14,East,45-54,Social,Bronze
C01426,2025-11-02,East,55+,Referral,Bronze
C01427,2026-04-19,West,45-54,Organic,Bronze
C01428,2025-01-11,North,25-34,Paid Search,Silver
C01429,2026-01-26,Central,25-34,Email,Silver
C01430,2025-06-08,East,18-24,Email,Gold
C01431,2024-11-12,East,18-24,Paid Search,Silver
C01432,2024-11-02,East,45-54,Organic,Silver
C01433,2025-08-14,North,55+,Social,Bronze
C01434,2025-02-18,East,18-24,Email,Silver
C01435,2024-09-13,South,35-44,Email,Bronze
C01436,2025-05-08,South,18-24,Organic,Gold
C01437,2025-10-19,West,35-44,Organic,Bronze
C01438,2025-02-18,East,45-54,Paid Search,Silver
C01439,2026-05-28,North,55+,Social,Gold
C01440,2026-01-20,North,55+,Organic,Silver
C01441,2025-07-09,North,25-34,Organic,Bronze
C01442,2026-05-13,North,55+,Social,Silver
C01443,2025-05-12,East,45-54,Paid Search,Bronze
C01444,2024-10-10,North,25-34,Email,Bronze
C01445,2024-07-27,Central,25-34,Organic,Silver
C01446,2026-05-15,North,18-24,Referral,Silver
C01447,2026-05-31,North,55+,Organic,Bronze
C01448,2025-12-21,West,25-34,Social,Gold
C01449,2024-09-14,South,25-34,Referral,Bronze
C01450,2025-01-31,East,35-44,Email,Gold
C01451,2024-07-30,Central,18-24,Referral,Silver
C01452,2024-08-07,Central,55+,Organic,Gold
C01453,2024-12-27,West,45-54,Email,Gold
C01454,2025-08-22,North,18-24,Organic,Platinum
C01455,2024-08-17,East,18-24,Email,Silver
C01456,2026-06-18,Central,18-24,Paid Search,Bronze
C01457,2025-05-28,Central,55+,Email,Bronze
C01458,2025-01-09,North,35-44,Organic,Silver
C01459,2025-07-12,South,45-54,Referral,Bronze
C01460,2026-01-28,South,18-24,Social,Gold
C01461,2025-02-13,North,25-34,Social,Bronze
C01462,2024-08-04,West,35-44,Social,Gold
C01463,2024-08-07,South,25-34,Organic,Bronze
C01464,2026-03-14,South,45-54,Paid Search,Gold
C01465,2024-09-20,North,55+,Email,Gold
C01466,2025-10-07,East,25-34,Referral,Bronze
C01467,2025-04-07,North,45-54,Referral,Silver
C01468,2026-01-18,East,55+,Social,Bronze
C01469,2024-08-14,North,55+,Paid Search,Silver
C01470,2026-04-16,Central,18-24,Social,Silver
C01471,2025-11-21,North,18-24,Social,Bronze
C01472,2025-05-24,East,55+,Paid Search,Bronze
C01473,2024-11-28,North,55+,Paid Search,Bronze
C01474,2026-06-13,North,25-34,Referral,Bronze
C01475,2025-02-06,North,35-44,Paid Search,Silver
C01476,2025-06-23,North,35-44,Organic,Bronze
C01477,2025-04-14,North,45-54,Email,Gold
C01478,2024-12-16,East,45-54,Email,Platinum
C01479,2025-04-30,West,25-34,Paid Search,Gold
C01480,2024-10-19,North,55+,Email,Silver
C01481,2024-07-02,East,18-24,Referral,Bronze
C01482,2025-01-28,East,18-24,Referral,Silver
C01483,2024-09-20,South,55+,Email,Silver
C01484,2025-04-29,South,18-24,Social,Platinum
C01485,2026-03-21,North,55+,Organic,Bronze
C01486,2024-10-27,North,25-34,Social,Bronze
C01487,2024-07-01,East,25-34,Referral,Platinum
C01488,2024-09-19,Central,18-24,Referral,Gold
C01489,2025-07-06,Central,55+,Email,Bronze
C01490,2025-01-17,Central,25-34,Referral,Silver
C01491,2025-06-22,East,18-24,Social,Bronze
C01492,2024-07-22,North,35-44,Organic,Silver
C01493,2025-02-28,South,18-24,Social,Bronze
C01494,2025-04-25,South,45-54,Paid Search,Bronze
C01495,2025-05-11,North,18-24,Referral,Bronze
C01496,2025-08-06,North,35-44,Email,Bronze
C01497,2026-01-21,East,25-34,Social,Bronze
C01498,2025-06-06,South,18-24,Paid Search,Bronze
C01499,2026-03-06,North,18-24,Organic,Bronze
C01500,2025-07-22,West,35-44,Organic,Silver
C01501,2025-01-06,South,25-34,Paid Search,Silver
C01502,2024-12-14,West,18-24,Paid Search,Silver
C01503,2025-02-21,South,18-24,Paid Search,Bronze
C01504,2025-09-09,East,55+,Referral,Bronze
C01505,2024-12-24,North,45-54,Email,Gold
C01506,2026-04-28,East,45-54,Social,Gold
C01507,2025-06-15,North,55+,Organic,Platinum
C01508,2026-03-22,North,18-24,Referral,Gold
C01509,2025-11-11,East,45-54,Email,Silver
C01510,2025-03-01,South,45-54,Social,Gold
C01511,2024-12-14,North,25-34,Social,Bronze
C01512,2025-12-25,Central,35-44,Social,Silver
C01513,2025-02-27,North,45-54,Referral,Gold
C01514,2024-12-27,East,45-54,Email,Silver
C01515,2026-05-10,East,25-34,Social,Bronze
C01516,2025-06-17,South,45-54,Email,Bronze
C01517,2024-08-05,East,45-54,Referral,Bronze
C01518,2025-06-26,North,18-24,Paid Search,Bronze
C01519,2025-06-01,West,35-44,Referral,Silver
C01520,2026-03-22,North,35-44,Email,Silver
C01521,2025-12-01,North,25-34,Organic,Bronze
C01522,2024-11-17,South,18-24,Referral,Silver
C01523,2024-10-18,Central,18-24,Email,Bronze
C01524,2025-09-14,West,45-54,Paid Search,Silver
C01525,2024-08-04,Central,55+,Paid Search,Bronze
C01526,2025-02-18,West,35-44,Referral,Bronze
C01527,2024-10-09,West,55+,Referral,Silver
C01528,2024-07-15,East,55+,Organic,Silver
C01529,2026-05-01,Central,45-54,Email,Silver
C01530,2024-09-04,East,35-44,Organic,Bronze
C01531,2024-07-07,South,55+,Paid Search,Silver
C01532,2026-05-12,West,45-54,Social,Bronze
C01533,2024-11-15,East,55+,Paid Search,Bronze
C01534,2026-02-16,North,55+,Social,Silver
C01535,2024-07-23,South,18-24,Social,Silver
C01536,2024-10-20,South,45-54,Social,Gold
C01537,2024-09-19,West,45-54,Referral,Bronze
C01538,2025-11-27,South,55+,Organic,Gold
C01539,2025-09-26,West,25-34,Email,Bronze
C01540,2025-06-12,East,55+,Paid Search,Silver
C01541,2024-12-24,West,35-44,Organic,Silver
C01542,2024-09-03,North,25-34,Social,Silver
C01543,2025-08-19,Central,18-24,Paid Search,Gold
C01544,2024-12-16,East,25-34,Organic,Silver
C01545,2025-09-04,South,55+,Social,Bronze
C01546,2025-11-14,South,45-54,Referral,Platinum
C01547,2026-03-12,South,45-54,Social,Gold
C01548,2025-06-26,South,55+,Email,Bronze
C01549,2024-07-04,West,25-34,Organic,Bronze
C01550,2025-01-21,Central,45-54,Organic,Bronze
C01551,2026-03-15,West,25-34,Paid Search,Gold
C01552,2025-07-24,East,55+,Email,Gold
C01553,2025-09-25,East,35-44,Referral,Gold
C01554,2025-05-30,West,55+,Organic,Bronze
C01555,2024-10-27,West,45-54,Social,Bronze
C01556,2026-04-15,South,45-54,Paid Search,Bronze
C01557,2026-01-15,Central,55+,Email,Bronze
C01558,2026-06-26,South,45-54,Paid Search,Bronze
C01559,2026-03-16,West,25-34,Social,Bronze
C01560,2025-01-29,Central,35-44,Referral,Bronze
C01561,2025-01-02,West,35-44,Social,Bronze
C01562,2024-12-29,North,18-24,Email,Silver
C01563,2026-05-01,East,35-44,Email,Bronze
C01564,2025-08-11,North,35-44,Social,Bronze
C01565,2025-05-28,West,25-34,Paid Search,Silver
C01566,2026-06-06,South,18-24,Referral,Gold
C01567,2025-09-13,West,35-44,Paid Search,Silver
C01568,2026-04-24,Central,35-44,Referral,Silver
C01569,2026-06-18,North,18-24,Referral,Silver
C01570,2024-08-27,South,45-54,Social,Silver
C01571,2025-03-21,West,18-24,Referral,Silver
C01572,2025-12-18,South,18-24,Email,Bronze
C01573,2026-02-13,North,35-44,Email,Silver
C01574,2024-10-17,North,25-34,Organic,Bronze
C01575,2025-02-18,South,55+,Organic,Bronze
C01576,2025-08-04,West,18-24,Organic,Bronze
C01577,2026-02-03,East,25-34,Organic,Bronze
C01578,2024-09-21,North,45-54,Referral,Bronze
C01579,2025-09-11,East,25-34,Organic,Silver
C01580,2025-02-02,South,55+,Organic,Bronze
C01581,2024-12-05,South,45-54,Referral,Bronze
C01582,2025-07-11,West,55+,Paid Search,Bronze
C01583,2025-04-28,South,55+,Referral,Bronze
C01584,2025-10-07,East,18-24,Referral,Silver
C01585,2025-02-17,Central,35-44,Social,Bronze
C01586,2026-02-21,East,45-54,Referral,Bronze
C01587,2024-08-26,East,18-24,Referral,Bronze
C01588,2026-03-21,North,35-44,Organic,Bronze
C01589,2024-07-22,North,45-54,Organic,Bronze
C01590,2025-12-19,North,45-54,Paid Search,Bronze
C01591,2025-03-10,West,35-44,Social,Silver
C01592,2025-04-06,West,55+,Email,Gold
C01593,2024-07-14,North,45-54,Organic,Silver
C01594,2025-11-24,North,18-24,Organic,Bronze
C01595,2024-10-29,South,25-34,Paid Search,Bronze
C01596,2025-10-24,East,55+,Paid Search,Silver
C01597,2025-12-11,East,18-24,Referral,Bronze
C01598,2026-03-09,West,18-24,Paid Search,Gold
C01599,2025-11-29,Central,25-34,Referral,Bronze
C01600,2025-02-05,South,55+,Organic,Bronze
C01601,2025-12-21,West,45-54,Organic,Bronze
C01602,2026-02-23,East,18-24,Referral,Gold
C01603,2025-02-17,South,25-34,Paid Search,Platinum
C01604,2024-09-29,Central,55+,Organic,Gold
C01605,2026-04-10,North,25-34,Social,Bronze
C01606,2024-10-16,West,35-44,Organic,Silver
C01607,2025-09-06,West,35-44,Organic,Bronze
C01608,2024-12-20,Central,45-54,Social,Bronze
C01609,2024-09-30,East,45-54,Social,Silver
C01610,2026-01-18,South,55+,Social,Gold
C01611,2024-10-13,West,18-24,Social,Bronze
C01612,2025-11-01,West,35-44,Organic,Bronze
C01613,2025-11-18,East,45-54,Paid Search,Bronze
C01614,2024-08-13,West,35-44,Paid Search,Bronze
C01615,2024-11-04,South,45-54,Paid Search,Bronze
C01616,2026-01-31,East,45-54,Social,Gold
C01617,2025-07-05,West,25-34,Paid Search,Bronze
C01618,2024-09-27,South,18-24,Email,Silver
C01619,2026-06-24,East,55+,Referral,Bronze
C01620,2025-01-10,Central,55+,Email,Bronze
C01621,2024-07-03,West,55+,Paid Search,Bronze
C01622,2026-05-05,Central,25-34,Social,Bronze
C01623,2024-07-13,South,25-34,Social,Bronze
C01624,2025-08-08,Central,25-34,Email,Silver
C01625,2026-06-24,North,18-24,Paid Search,Gold
C01626,2025-08-26,East,18-24,Organic,Bronze
C01627,2025-08-31,East,25-34,Email,Silver
C01628,2025-04-09,West,55+,Email,Gold
C01629,2024-10-01,Central,25-34,Organic,Bronze
C01630,2025-08-22,West,35-44,Email,Gold
C01631,2026-04-16,East,35-44,Organic,Gold
C01632,2024-09-05,East,25-34,Email,Gold
C01633,2026-04-03,East,55+,Email,Silver
C01634,2025-04-29,East,18-24,Organic,Silver
C01635,2025-07-26,North,55+,Email,Bronze
C01636,2024-10-29,East,45-54,Organic,Silver
C01637,2025-09-27,West,25-34,Paid Search,Platinum
C01638,2024-11-10,West,45-54,Email,Bronze
C01639,2025-01-16,West,35-44,Paid Search,Silver
C01640,2025-12-09,South,55+,Referral,Bronze
C01641,2024-08-06,East,18-24,Referral,Bronze
C01642,2025-05-22,North,18-24,Referral,Silver
C01643,2025-09-07,South,35-44,Organic,Silver
C01644,2024-10-05,East,55+,Organic,Silver
C01645,2025-01-31,South,18-24,Organic,Gold
C01646,2025-03-08,North,45-54,Social,Bronze
C01647,2025-10-27,West,55+,Social,Gold
C01648,2026-06-13,East,35-44,Email,Silver
C01649,2026-03-02,South,55+,Paid Search,Silver
C01650,2024-11-16,South,45-54,Organic,Bronze
C01651,2024-07-14,East,25-34,Email,Bronze
C01652,2024-08-07,East,55+,Email,Gold
C01653,2025-09-08,East,45-54,Email,Bronze
C01654,2024-10-22,East,18-24,Paid Search,Bronze
C01655,2024-12-16,North,35-44,Social,Silver
C01656,2026-03-10,Central,45-54,Referral,Silver
C01657,2026-03-30,North,55+,Email,Gold
C01658,2026-03-04,East,45-54,Referral,Silver
C01659,2025-01-01,North,35-44,Social,Gold
C01660,2025-09-25,East,25-34,Organic,Bronze
C01661,2025-09-19,South,18-24,Email,Silver
C01662,2024-11-13,West,18-24,Social,Gold
C01663,2025-08-08,South,45-54,Organic,Silver
C01664,2025-07-18,West,55+,Organic,Bronze
C01665,2025-04-15,South,18-24,Paid Search,Bronze
C01666,2025-12-30,North,45-54,Organic,Silver
C01667,2025-11-06,South,35-44,Email,Silver
C01668,2025-07-24,East,18-24,Email,Bronze
C01669,2025-12-12,East,25-34,Paid Search,Silver
C01670,2026-01-08,Central,25-34,Organic,Gold
C01671,2025-08-18,West,45-54,Organic,Bronze
C01672,2025-01-12,Central,25-34,Referral,Silver
C01673,2026-01-04,South,55+,Paid Search,Silver
C01674,2025-12-06,West,25-34,Organic,Bronze
C01675,2026-06-17,East,18-24,Email,Bronze
C01676,2024-10-18,East,18-24,Referral,Bronze
C01677,2025-05-02,Central,35-44,Organic,Silver
C01678,2026-05-05,West,35-44,Referral,Bronze
C01679,2025-07-11,Central,45-54,Email,Bronze
C01680,2026-05-19,West,35-44,Paid Search,Bronze
C01681,2024-07-10,North,18-24,Email,Gold
C01682,2024-07-26,West,25-34,Social,Silver
C01683,2026-02-01,East,35-44,Email,Bronze
C01684,2025-03-19,Central,25-34,Organic,Gold
C01685,2025-07-15,West,45-54,Paid Search,Bronze
C01686,2025-05-09,North,55+,Email,Bronze
C01687,2025-04-24,North,25-34,Referral,Bronze
C01688,2026-05-16,North,35-44,Organic,Silver
C01689,2024-09-07,East,55+,Paid Search,Gold
C01690,2026-01-14,North,25-34,Email,Bronze
C01691,2026-04-10,West,35-44,Referral,Silver
C01692,2025-10-23,East,25-34,Email,Silver
C01693,2025-04-14,West,45-54,Email,Gold
C01694,2024-10-25,South,45-54,Paid Search,Gold
C01695,2025-11-10,East,18-24,Organic,Silver
C01696,2025-06-07,North,18-24,Email,Bronze
C01697,2024-10-17,Central,18-24,Email,Bronze
C01698,2025-03-20,North,18-24,Social,Gold
C01699,2026-06-01,North,18-24,Social,Silver
C01700,2025-01-10,North,45-54,Paid Search,Bronze
C01701,2024-11-08,West,55+,Social,Gold
C01702,2025-11-10,North,35-44,Paid Search,Gold
C01703,2024-11-23,East,55+,Social,Silver
C01704,2026-05-02,West,45-54,Organic,Gold
C01705,2026-03-19,West,55+,Email,Bronze
C01706,2026-06-17,North,45-54,Paid Search,Silver
C01707,2026-04-27,North,18-24,Email,Gold
C01708,2024-12-25,East,35-44,Social,Bronze
C01709,2024-12-02,North,35-44,Referral,Bronze
C01710,2025-03-07,West,45-54,Paid Search,Silver
C01711,2025-06-08,South,45-54,Paid Search,Bronze
C01712,2026-04-03,East,18-24,Paid Search,Bronze
C01713,2025-12-17,North,45-54,Email,Bronze
C01714,2025-10-13,East,55+,Organic,Bronze
C01715,2026-04-02,North,18-24,Email,Bronze
C01716,2025-10-14,West,35-44,Referral,Gold
C01717,2025-04-03,North,55+,Email,Silver
C01718,2025-04-28,Central,18-24,Organic,Silver
C01719,2025-07-12,West,18-24,Social,Bronze
C01720,2024-09-03,North,55+,Social,Bronze
C01721,2025-12-23,North,18-24,Paid Search,Bronze
C01722,2025-10-19,South,45-54,Social,Gold
C01723,2025-12-15,North,55+,Email,Gold
C01724,2025-07-25,North,35-44,Referral,Bronze
C01725,2026-01-22,West,35-44,Paid Search,Platinum
C01726,2026-05-24,East,35-44,Paid Search,Bronze
C01727,2025-08-20,North,25-34,Paid Search,Bronze
C01728,2025-05-20,East,25-34,Social,Silver
C01729,2024-09-15,South,35-44,Social,Bronze
C01730,2026-01-19,Central,55+,Email,Gold
C01731,2026-04-20,North,55+,Paid Search,Bronze
C01732,2025-11-22,West,55+,Paid Search,Silver
C01733,2026-03-24,West,18-24,Organic,Bronze
C01734,2026-03-20,North,25-34,Organic,Bronze
C01735,2026-02-02,North,45-54,Organic,Bronze
C01736,2025-07-02,South,35-44,Paid Search,Gold
C01737,2024-09-11,West,25-34,Email,Silver
C01738,2024-07-03,East,25-34,Email,Silver
C01739,2024-11-27,West,18-24,Referral,Bronze
C01740,2025-05-11,West,25-34,Social,Bronze
C01741,2025-12-25,West,35-44,Social,Bronze
C01742,2025-05-29,East,35-44,Referral,Silver
C01743,2024-07-17,East,35-44,Organic,Bronze
C01744,2024-12-01,West,25-34,Email,Bronze
C01745,2026-06-14,South,25-34,Referral,Silver
C01746,2026-06-21,West,55+,Social,Silver
C01747,2025-04-01,North,35-44,Paid Search,Bronze
C01748,2026-02-07,North,25-34,Email,Bronze
C01749,2025-12-07,West,45-54,Referral,Bronze
C01750,2026-05-10,South,35-44,Paid Search,Silver
C01751,2026-04-09,North,35-44,Social,Bronze
C01752,2025-10-02,North,25-34,Organic,Silver
C01753,2025-04-14,East,45-54,Paid Search,Bronze
C01754,2025-09-30,West,18-24,Email,Gold
C01755,2025-02-18,North,55+,Social,Gold
C01756,2025-03-11,North,35-44,Organic,Bronze
C01757,2025-09-17,East,35-44,Paid Search,Bronze
C01758,2025-08-21,Central,25-34,Organic,Bronze
C01759,2025-08-28,South,35-44,Email,Gold
C01760,2025-04-07,Central,45-54,Referral,Bronze
C01761,2025-04-25,Central,35-44,Organic,Silver
C01762,2024-07-08,South,18-24,Paid Search,Bronze
C01763,2025-09-12,West,35-44,Referral,Bronze
C01764,2025-08-24,West,25-34,Referral,Silver
C01765,2026-05-13,East,18-24,Email,Silver
C01766,2025-07-03,East,55+,Email,Gold
C01767,2025-06-06,West,25-34,Referral,Gold
C01768,2024-08-19,West,35-44,Paid Search,Silver
C01769,2024-11-21,West,18-24,Referral,Bronze
C01770,2025-03-04,Central,25-34,Referral,Gold
