session_id,customer_id,session_date,channel,device,pages_viewed,added_to_cart,purchased
S001112,C00827,2025-06-02,Email,Mobile,11,True,False
S001113,C00097,2026-05-16,Organic,Desktop,9,True,False
S001114,C02185,2025-10-11,Email,Mobile,4,True,False
S001115,C03243,2025-11-29,Email,Mobile,5,True,False
S001116,C01634,2025-06-05,Organic,Mobile,6,False,False
S001117,C00755,2024-07-24,Paid Search,Mobile,3,True,False
S001118,C00160,2025-04-30,Email,Tablet,8,False,False
S001119,C03951,2024-11-04,Email,Mobile,9,False,False
S001120,C00815,2025-05-12,Organic,Mobile,3,True,False
S001121,C01717,2024-12-12,Referral,Desktop,5,False,False
S001122,C02080,2025-07-22,Email,Mobile,4,True,False
S001123,C03575,2026-05-05,Paid Search,Mobile,8,False,False
S001124,C04135,2024-10-25,Paid Search,Mobile,4,False,True
S001125,C04166,2025-06-13,Referral,Mobile,8,True,False
S001126,C01419,2025-07-13,Email,Mobile,10,True,False
S001127,C04901,2026-03-17,Organic,Desktop,4,False,False
S001128,C03205,2025-04-15,Email,Mobile,8,False,False
S001129,C02978,2026-05-09,Email,Mobile,13,False,False
S001130,C02833,2024-07-02,Referral,Mobile,3,False,False
S001131,C01888,2026-05-09,Paid Search,Desktop,9,False,False
S001132,C03296,2025-01-05,Referral,Desktop,11,False,False
S001133,C04485,2025-10-17,Paid Search,Tablet,4,False,False
S001134,C01083,2026-04-21,Organic,Desktop,8,False,True
S001135,C02268,2026-02-12,Social,Mobile,5,False,False
S001136,C01924,2025-05-17,Referral,Mobile,4,True,False
S001137,C01907,2025-08-07,Social,Desktop,6,False,False
S001138,C02307,2025-01-01,Organic,Desktop,4,False,False
S001139,C04452,2024-09-14,Social,Mobile,4,True,False
S001140,C03921,2024-12-20,Paid Search,Mobile,7,False,False
S001141,C03808,2025-07-04,Paid Search,Desktop,8,False,False
S001142,C04516,2024-07-03,Organic,Desktop,3,False,True
S001143,C00721,2025-02-11,Referral,Desktop,7,True,False
S001144,C02583,2025-05-12,Referral,Mobile,3,True,False
S001145,C03086,2024-11-29,Social,Mobile,8,False,False
S001146,C04279,2024-11-02,Referral,Desktop,6,True,False
S001147,C02444,2025-07-18,Paid Search,Desktop,4,False,False
S001148,C00106,2025-05-07,Email,Mobile,4,True,False
S001149,C01001,2026-03-31,Referral,Mobile,7,False,False
S001150,C02907,2026-05-03,Paid Search,Mobile,3,False,False
S001151,C02867,2025-12-18,Email,Desktop,4,True,False
S001152,C02374,2026-03-13,Paid Search,Mobile,5,True,False
S001153,C01492,2024-09-04,Paid Search,Desktop,6,False,False
S001154,C03197,2024-09-01,Paid Search,Desktop,6,False,False
S001155,C02275,2025-06-08,Paid Search,Mobile,5,False,False
S001156,C02277,2025-08-27,Paid Search,Mobile,2,False,False
S001157,C01863,2025-11-20,Paid Search,Desktop,6,False,False
S001158,C01107,2026-04-28,Organic,Desktop,4,True,False
S001159,C01441,2025-01-30,Referral,Tablet,6,False,False
S001160,C00404,2026-04-07,Organic,Desktop,5,False,False
S001161,C00755,2025-11-19,Referral,Mobile,6,False,False
S001162,C01129,2024-10-03,Organic,Desktop,7,False,False
S001163,C02259,2025-02-15,Organic,Mobile,5,True,False
S001164,C04676,2025-01-03,Referral,Mobile,8,False,False
S001165,C04307,2024-10-28,Social,Desktop,7,True,False
S001166,C02889,2025-07-23,Email,Desktop,9,False,False
S001167,C00802,2025-02-22,Referral,Mobile,8,False,False
S001168,C00261,2025-05-30,Referral,Mobile,8,True,False
S001169,C00204,2024-10-18,Social,Desktop,7,False,False
S001170,C03730,2025-12-11,Organic,Mobile,5,True,False
S001171,C00001,2024-10-13,Organic,Mobile,5,True,False
S001172,C03753,2024-09-09,Referral,Mobile,4,True,False
S001173,C00383,2024-09-11,Social,Desktop,9,False,True
S001174,C03305,2026-03-18,Paid Search,Mobile,5,False,False
S001175,C03182,2024-08-28,Email,Mobile,9,False,False
S001176,C00892,2024-10-17,Referral,Desktop,7,True,False
S001177,C04158,2025-08-25,Organic,Desktop,7,False,False
S001178,C03232,2024-07-30,Email,Desktop,8,True,False
S001179,C01109,2025-03-23,Organic,Desktop,4,False,False
S001180,C03186,2024-12-08,Email,Mobile,9,False,False
S001181,C03418,2025-07-28,Social,Desktop,5,False,False
S001182,C00281,2026-04-26,Referral,Desktop,5,True,False
S001183,C01837,2025-07-09,Referral,Desktop,5,False,False
S001184,C03437,2026-06-21,Organic,Desktop,6,False,False
S001185,C02182,2025-12-02,Social,Desktop,7,False,False
S001186,C01833,2025-02-16,Organic,Desktop,4,True,False
S001187,C04444,2025-10-13,Paid Search,Mobile,3,False,False
S001188,C04855,2026-03-30,Email,Mobile,2,True,False
S001189,C03725,2025-10-08,Social,Mobile,10,False,False
S001190,C01529,2024-11-18,Referral,Mobile,7,True,False
S001191,C02206,2025-11-27,Social,Desktop,9,False,False
S001192,C03101,2024-09-01,Organic,Mobile,6,False,False
S001193,C00386,2025-12-20,Social,Mobile,5,False,False
S001194,C02250,2025-01-16,Email,Desktop,5,False,False
S001195,C04337,2025-10-23,Organic,Mobile,5,False,False
S001196,C02152,2026-03-23,Email,Tablet,4,False,False
S001197,C01820,2026-04-05,Referral,Desktop,3,True,True
S001198,C04804,2024-12-15,Social,Desktop,13,True,False
S001199,C03623,2024-11-24,Paid Search,Tablet,4,False,False
S001200,C01893,2025-01-15,Organic,Mobile,8,False,False
S001201,C02403,2025-12-26,Organic,Tablet,3,True,False
S001202,C02279,2024-12-05,Referral,Desktop,4,False,False
S001203,C01317,2024-08-26,Referral,Mobile,9,True,False
S001204,C00681,2025-10-07,Paid Search,Mobile,8,False,False
S001205,C04798,2026-04-28,Paid Search,Mobile,6,True,False
S001206,C03579,2024-10-04,Referral,Desktop,4,False,False
S001207,C02588,2025-09-12,Social,Desktop,11,True,False
S001208,C04573,2025-12-04,Organic,Mobile,7,True,False
S001209,C03090,2026-02-07,Email,Mobile,5,True,False
S001210,C02554,2025-08-05,Social,Desktop,5,True,True
S001211,C01452,2025-10-04,Organic,Desktop,7,False,False
S001212,C01109,2024-12-21,Organic,Desktop,9,True,False
S001213,C03205,2024-08-14,Paid Search,Desktop,7,False,True
S001214,C00586,2025-11-30,Social,Mobile,3,False,False
S001215,C01412,2024-10-07,Paid Search,Mobile,4,False,False
S001216,C00166,2025-04-14,Social,Desktop,6,False,False
S001217,C03913,2026-01-15,Paid Search,Mobile,8,True,False
S001218,C00170,2026-04-05,Referral,Desktop,4,False,False
S001219,C01712,2025-04-04,Referral,Mobile,8,True,False
S001220,C01317,2025-02-21,Paid Search,Mobile,3,False,False
S001221,C01572,2026-02-05,Referral,Desktop,6,False,False
S001222,C00171,2025-05-04,Social,Mobile,6,False,False
S001223,C02529,2025-02-04,Referral,Desktop,7,True,False
S001224,C02612,2025-11-27,Social,Mobile,8,True,False
S001225,C04613,2025-12-25,Paid Search,Desktop,5,True,False
S001226,C00524,2024-07-31,Referral,Mobile,5,False,False
S001227,C04840,2025-01-17,Referral,Desktop,9,False,False
S001228,C04138,2025-09-07,Referral,Desktop,5,False,False
S001229,C02612,2024-10-25,Email,Desktop,4,False,True
S001230,C03700,2026-06-23,Paid Search,Tablet,7,False,False
S001231,C02534,2025-09-27,Paid Search,Mobile,3,False,False
S001232,C02696,2025-11-09,Referral,Mobile,3,False,False
S001233,C03638,2024-11-25,Paid Search,Mobile,3,False,False
S001234,C04725,2024-12-16,Referral,Mobile,6,False,False
S001235,C02330,2026-02-16,Paid Search,Mobile,6,False,True
S001236,C03351,2025-09-19,Organic,Desktop,3,True,False
S001237,C00984,2025-09-21,Social,Mobile,10,True,False
S001238,C01928,2025-01-08,Social,Mobile,3,False,False
S001239,C00710,2024-11-30,Referral,Mobile,7,False,False
S001240,C00984,2024-07-30,Referral,Mobile,4,False,False
S001241,C03558,2024-11-13,Paid Search,Mobile,7,True,False
S001242,C00588,2025-01-24,Referral,Desktop,3,True,False
S001243,C00754,2024-08-14,Social,Mobile,7,False,False
S001244,C00815,2026-06-06,Paid Search,Mobile,5,False,False
S001245,C01609,2025-12-02,Paid Search,Desktop,11,False,False
S001246,C00555,2024-10-02,Referral,Mobile,11,True,False
S001247,C01691,2026-04-12,Organic,Mobile,9,False,False
S001248,C04185,2025-01-13,Referral,Mobile,6,False,False
S001249,C00949,2025-05-01,Referral,Mobile,6,False,False
S001250,C01838,2024-09-30,Social,Desktop,8,False,False
S001251,C03614,2025-03-31,Social,Desktop,4,False,False
S001252,C01969,2026-05-27,Referral,Desktop,7,True,False
S001253,C03302,2026-01-12,Social,Mobile,8,True,False
S001254,C00145,2025-05-28,Organic,Desktop,8,False,False
S001255,C00879,2025-03-27,Email,Desktop,7,False,False
S001256,C01854,2025-02-06,Referral,Mobile,8,True,False
S001257,C01584,2025-10-02,Paid Search,Mobile,3,False,False
S001258,C02270,2025-08-06,Organic,Mobile,6,True,False
S001259,C01759,2025-11-13,Email,Desktop,5,False,False
S001260,C02075,2025-11-27,Email,Desktop,5,False,False
S001261,C02842,2025-10-08,Paid Search,Mobile,8,False,True
S001262,C04987,2025-01-16,Social,Mobile,3,False,False
S001263,C04029,2024-08-04,Social,Mobile,8,False,False
S001264,C02859,2025-07-15,Referral,Desktop,7,False,False
S001265,C00068,2024-10-28,Referral,Mobile,5,True,False
S001266,C01970,2024-07-07,Referral,Mobile,4,True,False
S001267,C02723,2024-09-29,Organic,Mobile,5,True,False
S001268,C03587,2026-04-10,Email,Mobile,6,False,False
S001269,C02446,2026-02-07,Organic,Desktop,7,True,False
S001270,C00855,2025-02-27,Paid Search,Mobile,5,False,False
S001271,C04430,2024-09-01,Email,Desktop,11,True,False
S001272,C00519,2024-12-01,Organic,Tablet,5,True,False
S001273,C03067,2024-09-29,Paid Search,Desktop,6,True,False
S001274,C01599,2025-06-09,Email,Mobile,5,True,False
S001275,C02042,2024-09-29,Organic,Desktop,6,False,False
S001276,C03120,2025-09-06,Social,Desktop,6,False,True
S001277,C03663,2025-07-15,Social,Desktop,3,False,False
S001278,C04704,2026-06-27,Paid Search,Desktop,6,True,False
S001279,C00285,2024-07-27,Email,Mobile,10,False,False
S001280,C02338,2025-07-06,Social,Desktop,3,True,False
S001281,C02782,2024-10-23,Referral,Mobile,4,False,False
S001282,C01549,2026-04-03,Referral,Desktop,4,False,False
S001283,C00995,2024-11-29,Paid Search,Mobile,5,True,False
S001284,C01205,2025-10-25,Paid Search,Desktop,6,False,False
S001285,C03167,2025-08-20,Social,Mobile,9,True,True
S001286,C02832,2024-11-15,Social,Desktop,7,False,False
S001287,C02921,2024-09-17,Social,Mobile,8,False,False
S001288,C04356,2026-04-11,Paid Search,Mobile,2,False,False
S001289,C01538,2025-09-21,Email,Mobile,7,False,True
S001290,C03418,2025-09-25,Paid Search,Desktop,8,True,False
S001291,C02339,2025-02-01,Social,Mobile,5,False,False
S001292,C02942,2025-06-25,Paid Search,Mobile,10,False,False
S001293,C00129,2024-10-10,Email,Desktop,4,False,False
S001294,C00822,2025-04-23,Referral,Mobile,11,False,False
S001295,C02691,2025-10-16,Organic,Desktop,3,False,False
S001296,C00611,2025-03-26,Paid Search,Mobile,8,True,False
S001297,C02340,2024-10-14,Paid Search,Desktop,8,False,False
S001298,C04795,2025-04-22,Email,Tablet,4,False,False
S001299,C04301,2026-02-16,Referral,Mobile,5,True,True
S001300,C03344,2026-02-06,Email,Mobile,4,False,False
S001301,C04005,2026-02-20,Email,Mobile,4,False,False
S001302,C01685,2025-12-16,Email,Desktop,3,False,True
S001303,C02780,2024-12-12,Paid Search,Mobile,7,True,True
S001304,C03573,2024-12-06,Paid Search,Mobile,7,True,False
S001305,C04075,2025-08-16,Referral,Mobile,5,False,True
S001306,C02054,2024-07-26,Referral,Mobile,7,False,False
S001307,C01335,2025-09-12,Organic,Mobile,3,False,False
S001308,C01827,2026-02-16,Organic,Mobile,11,False,False
S001309,C01902,2025-07-25,Referral,Mobile,8,False,False
S001310,C02842,2025-07-18,Paid Search,Desktop,9,False,False
S001311,C03094,2024-09-25,Referral,Desktop,7,False,False
S001312,C00192,2026-01-03,Referral,Desktop,7,False,True
S001313,C04695,2026-05-06,Paid Search,Mobile,8,False,False
S001314,C04842,2024-07-01,Social,Desktop,8,True,True
S001315,C01817,2024-11-11,Paid Search,Desktop,2,False,False
S001316,C03583,2025-12-20,Paid Search,Mobile,3,True,False
S001317,C01895,2025-08-09,Email,Mobile,5,False,True
S001318,C02472,2025-06-16,Social,Mobile,8,False,False
S001319,C03955,2025-02-10,Paid Search,Desktop,6,True,False
S001320,C02864,2025-04-15,Referral,Tablet,5,True,False
S001321,C00865,2025-05-18,Paid Search,Mobile,6,True,True
S001322,C03780,2025-12-26,Organic,Mobile,6,False,False
S001323,C00014,2025-07-29,Organic,Mobile,5,True,False
S001324,C02968,2025-05-17,Referral,Mobile,5,False,False
S001325,C01003,2025-05-16,Organic,Desktop,4,True,False
S001326,C02599,2025-06-06,Organic,Desktop,4,True,False
S001327,C01329,2026-06-06,Paid Search,Desktop,6,True,False
S001328,C01045,2025-02-26,Organic,Desktop,7,False,False
S001329,C01974,2026-02-20,Referral,Mobile,3,False,False
S001330,C02182,2024-07-26,Paid Search,Desktop,6,False,True
S001331,C02957,2026-02-19,Email,Mobile,8,False,False
S001332,C03461,2025-04-04,Organic,Mobile,4,True,False
S001333,C01586,2026-03-07,Social,Mobile,6,True,False
S001334,C02670,2025-08-20,Referral,Desktop,7,False,False
S001335,C02093,2025-02-15,Paid Search,Tablet,6,True,False
S001336,C01582,2024-09-09,Paid Search,Desktop,5,False,False
S001337,C02996,2026-05-05,Social,Mobile,7,False,True
S001338,C04352,2026-04-06,Paid Search,Mobile,6,False,False
S001339,C03939,2024-12-10,Paid Search,Mobile,5,False,False
S001340,C00677,2024-12-12,Organic,Tablet,4,False,False
S001341,C03902,2024-08-07,Referral,Desktop,8,True,False
S001342,C04526,2025-12-11,Paid Search,Mobile,11,False,True
S001343,C03197,2024-08-07,Referral,Mobile,14,False,True
S001344,C01390,2024-11-01,Referral,Mobile,3,True,False
S001345,C04790,2024-07-29,Paid Search,Mobile,6,False,False
S001346,C02039,2024-10-17,Organic,Mobile,7,False,False
S001347,C04387,2024-10-27,Paid Search,Mobile,5,False,False
S001348,C03149,2025-05-15,Email,Desktop,6,False,False
S001349,C00880,2025-05-19,Paid Search,Mobile,2,False,False
S001350,C01092,2025-05-06,Organic,Mobile,4,True,True
S001351,C04068,2025-03-07,Organic,Desktop,3,False,False
S001352,C03282,2024-08-15,Email,Mobile,6,False,False
S001353,C02635,2026-04-23,Email,Mobile,5,False,False
S001354,C03563,2026-01-13,Social,Tablet,6,False,False
S001355,C02009,2024-08-11,Social,Desktop,7,False,False
S001356,C00957,2025-04-25,Referral,Desktop,4,False,False
S001357,C00130,2026-02-13,Organic,Mobile,3,False,True
S001358,C00533,2026-05-12,Referral,Desktop,3,False,False
S001359,C02796,2026-04-17,Referral,Mobile,4,False,False
S001360,C01295,2025-06-02,Social,Mobile,7,False,False
S001361,C03190,2025-04-18,Organic,Mobile,4,False,False
S001362,C04918,2024-07-16,Email,Mobile,9,False,False
S001363,C02777,2025-08-31,Email,Mobile,9,False,False
S001364,C04694,2025-08-15,Organic,Mobile,6,False,False
S001365,C04040,2025-10-30,Email,Mobile,1,False,True
S001366,C02803,2024-10-07,Paid Search,Desktop,3,False,True
S001367,C03630,2024-10-13,Social,Mobile,7,False,False
S001368,C03811,2025-02-16,Paid Search,Mobile,6,True,True
S001369,C02995,2026-06-10,Email,Desktop,4,False,False
S001370,C03091,2026-04-12,Email,Tablet,5,False,False
S001371,C04854,2024-12-04,Social,Desktop,4,True,False
S001372,C04933,2024-12-05,Email,Mobile,8,False,False
S001373,C04141,2026-01-01,Paid Search,Desktop,9,False,False
S001374,C03552,2026-01-05,Paid Search,Mobile,8,False,False
S001375,C01080,2025-09-16,Referral,Mobile,4,False,False
S001376,C00948,2025-02-25,Social,Mobile,6,False,False
S001377,C01180,2025-05-05,Paid Search,Mobile,8,False,False
S001378,C00837,2026-01-19,Organic,Mobile,8,False,False
S001379,C03586,2025-02-04,Paid Search,Tablet,7,False,False
S001380,C01346,2024-07-28,Email,Mobile,6,False,False
S001381,C04020,2024-10-08,Paid Search,Desktop,7,False,False
S001382,C02017,2025-02-06,Organic,Desktop,7,True,False
S001383,C04825,2025-12-30,Email,Mobile,5,True,False
S001384,C00797,2025-06-25,Referral,Desktop,5,False,True
S001385,C01201,2025-08-06,Referral,Mobile,7,True,False
S001386,C04642,2025-12-20,Email,Desktop,5,False,False
S001387,C03004,2025-09-05,Social,Mobile,2,False,False
S001388,C03214,2024-12-01,Paid Search,Desktop,5,False,False
S001389,C01520,2025-05-21,Email,Desktop,9,False,False
S001390,C02387,2026-04-06,Referral,Mobile,4,False,False
S001391,C01147,2024-08-07,Referral,Desktop,6,True,False
S001392,C02504,2026-04-29,Email,Desktop,3,False,False
S001393,C00259,2025-09-24,Email,Mobile,4,False,False
S001394,C03835,2026-05-07,Referral,Desktop,2,False,True
S001395,C01035,2025-09-15,Organic,Desktop,9,True,False
S001396,C04464,2026-04-14,Organic,Mobile,6,False,False
S001397,C01789,2026-06-10,Email,Desktop,5,False,False
S001398,C00648,2025-08-13,Email,Desktop,3,False,False
S001399,C00666,2025-07-22,Referral,Mobile,7,False,True
S001400,C04145,2025-06-25,Referral,Mobile,9,False,False
S001401,C01790,2026-03-05,Social,Mobile,9,False,False
S001402,C04932,2025-07-26,Referral,Mobile,10,False,False
S001403,C00990,2026-01-22,Social,Mobile,4,False,False
S001404,C04592,2026-06-26,Email,Mobile,8,False,False
S001405,C03192,2024-08-19,Referral,Mobile,10,False,False
S001406,C00317,2024-08-17,Paid Search,Mobile,6,False,False
S001407,C01609,2025-08-18,Email,Mobile,7,False,True
S001408,C02969,2024-08-25,Social,Mobile,3,False,False
S001409,C04487,2025-06-25,Social,Mobile,7,False,False
S001410,C04083,2024-10-13,Referral,Desktop,6,False,False
S001411,C03304,2025-09-12,Referral,Mobile,7,True,False
S001412,C01718,2025-04-11,Email,Desktop,5,True,False
S001413,C02776,2025-11-13,Organic,Desktop,4,True,False
S001414,C04213,2024-09-09,Organic,Mobile,7,True,False
S001415,C04416,2024-12-06,Referral,Desktop,9,False,False
S001416,C02053,2026-02-04,Email,Desktop,6,False,False
S001417,C04039,2024-12-20,Paid Search,Desktop,1,False,False
S001418,C02396,2024-11-05,Paid Search,Mobile,3,False,False
S001419,C01567,2025-05-05,Organic,Desktop,5,False,False
S001420,C02186,2024-08-30,Organic,Mobile,8,True,False
S001421,C04299,2025-06-11,Organic,Mobile,7,False,False
S001422,C00038,2026-04-17,Referral,Desktop,4,False,False
S001423,C01421,2025-02-06,Referral,Desktop,6,False,False
S001424,C04213,2025-03-25,Email,Mobile,10,False,False
S001425,C02075,2024-11-13,Social,Desktop,4,False,True
S001426,C02246,2026-05-22,Organic,Mobile,7,True,False
S001427,C02120,2025-03-12,Email,Desktop,8,True,False
S001428,C04396,2025-05-25,Email,Desktop,7,False,False
S001429,C00963,2025-10-05,Organic,Mobile,4,False,False
S001430,C00170,2024-10-24,Social,Mobile,3,False,False
S001431,C01915,2025-05-17,Referral,Desktop,9,False,False
S001432,C03196,2026-05-26,Organic,Mobile,6,True,False
S001433,C00719,2026-04-27,Referral,Mobile,10,False,False
S001434,C04762,2025-10-28,Organic,Mobile,6,False,False
S001435,C02992,2025-03-10,Referral,Mobile,8,False,False
S001436,C03675,2025-07-04,Referral,Mobile,8,False,False
S001437,C04976,2026-06-05,Email,Tablet,4,False,False
S001438,C01148,2025-01-24,Referral,Mobile,8,False,False
S001439,C01555,2025-09-11,Paid Search,Mobile,6,True,False
S001440,C00887,2025-09-09,Email,Mobile,9,True,False
S001441,C03398,2026-06-05,Paid Search,Tablet,5,True,False
S001442,C01478,2025-01-02,Referral,Desktop,4,True,False
S001443,C03402,2025-06-24,Organic,Mobile,5,False,False
S001444,C01321,2026-03-27,Paid Search,Tablet,6,True,False
S001445,C04364,2025-03-26,Social,Desktop,3,True,False
S001446,C02530,2024-09-04,Email,Desktop,7,False,False
S001447,C01824,2025-06-11,Referral,Mobile,7,True,False
S001448,C03055,2026-04-28,Social,Desktop,7,False,True
S001449,C04226,2025-02-28,Paid Search,Desktop,4,True,False
S001450,C04223,2024-08-05,Social,Mobile,5,False,False
S001451,C02670,2026-01-28,Organic,Mobile,6,False,False
S001452,C01047,2024-07-08,Paid Search,Mobile,9,True,False
S001453,C02549,2025-12-05,Organic,Mobile,4,False,False
S001454,C03291,2026-02-27,Email,Mobile,6,True,False
S001455,C01716,2026-01-04,Social,Desktop,5,False,False
S001456,C00041,2024-07-02,Organic,Tablet,10,False,True
S001457,C00059,2026-01-24,Organic,Mobile,6,False,False
S001458,C03539,2026-02-09,Social,Desktop,5,True,False
S001459,C04550,2024-10-22,Social,Mobile,10,False,False
S001460,C00631,2026-06-25,Paid Search,Mobile,7,True,False
S001461,C01207,2025-07-25,Email,Tablet,10,False,False
S001462,C01188,2025-07-13,Email,Desktop,4,False,False
S001463,C00999,2024-07-30,Referral,Mobile,2,False,False
S001464,C04876,2024-09-28,Email,Mobile,7,True,False
S001465,C01692,2025-09-07,Paid Search,Mobile,5,True,False
S001466,C00291,2026-02-28,Paid Search,Mobile,5,False,False
S001467,C03085,2025-02-25,Paid Search,Desktop,5,False,True
S001468,C00446,2026-01-18,Email,Desktop,5,False,False
S001469,C02979,2025-06-10,Organic,Mobile,8,False,False
S001470,C01850,2025-11-28,Email,Mobile,3,False,False
S001471,C04564,2025-08-30,Social,Mobile,6,False,False
S001472,C01785,2024-10-27,Organic,Mobile,4,False,False
S001473,C01972,2024-12-03,Paid Search,Desktop,6,False,False
S001474,C03061,2026-03-25,Email,Mobile,6,False,False
S001475,C03406,2026-01-29,Email,Tablet,4,False,False
S001476,C01150,2025-10-06,Email,Desktop,5,True,False
S001477,C04128,2025-08-12,Paid Search,Mobile,6,False,False
S001478,C00427,2024-10-11,Social,Mobile,6,False,False
S001479,C04761,2025-12-30,Organic,Mobile,6,False,False
S001480,C03623,2025-04-04,Paid Search,Mobile,4,False,False
S001481,C00612,2024-10-27,Organic,Mobile,9,False,False
S001482,C00659,2024-07-11,Organic,Mobile,9,False,True
S001483,C01474,2025-02-12,Email,Mobile,8,False,False
S001484,C01261,2024-12-27,Email,Mobile,4,False,False
S001485,C01323,2025-11-02,Paid Search,Mobile,2,False,False
S001486,C04901,2026-04-28,Email,Mobile,5,False,False
S001487,C00200,2025-11-07,Social,Desktop,4,True,False
S001488,C01589,2026-03-20,Referral,Mobile,3,True,False
S001489,C04752,2025-06-08,Organic,Mobile,9,False,False
S001490,C00259,2026-05-09,Social,Desktop,8,False,False
S001491,C01797,2024-12-21,Referral,Desktop,6,True,False
S001492,C00400,2024-07-25,Email,Tablet,5,True,False
S001493,C03351,2024-12-17,Social,Mobile,3,True,False
S001494,C01557,2024-07-26,Referral,Desktop,6,False,False
S001495,C00380,2024-12-30,Referral,Desktop,6,True,False
S001496,C01859,2024-12-14,Social,Mobile,9,False,False
S001497,C02736,2025-11-29,Organic,Desktop,7,True,False
S001498,C03599,2025-03-30,Email,Mobile,2,True,False
S001499,C02156,2024-07-20,Organic,Mobile,5,True,True
S001500,C02439,2025-05-16,Organic,Mobile,8,True,False
S001501,C02983,2025-07-01,Referral,Mobile,3,False,False
S001502,C00623,2024-09-18,Referral,Desktop,3,False,False
S001503,C00202,2024-07-25,Email,Mobile,4,False,True
S001504,C03920,2026-04-27,Email,Mobile,3,False,False
S001505,C03192,2026-03-09,Social,Mobile,5,True,False
S001506,C03733,2024-07-08,Referral,Mobile,5,False,False
S001507,C00552,2025-08-10,Paid Search,Desktop,4,False,False
S001508,C04203,2025-07-19,Paid Search,Mobile,3,False,True
S001509,C00178,2025-06-30,Paid Search,Desktop,5,False,False
S001510,C02462,2025-10-25,Email,Desktop,6,True,False
S001511,C04431,2026-01-16,Organic,Mobile,7,False,False
S001512,C01754,2026-03-19,Email,Mobile,8,False,False
S001513,C00204,2024-10-08,Referral,Desktop,4,True,False
S001514,C03580,2024-10-28,Referral,Desktop,3,True,False
S001515,C01821,2026-05-09,Organic,Mobile,6,False,False
S001516,C03506,2025-03-27,Referral,Desktop,8,False,False
S001517,C04646,2026-04-23,Email,Mobile,8,False,False
S001518,C01421,2026-04-26,Social,Mobile,5,False,False
S001519,C02227,2026-03-13,Referral,Mobile,5,True,True
S001520,C00308,2025-05-16,Email,Mobile,3,False,False
S001521,C00200,2025-10-04,Paid Search,Mobile,8,False,False
S001522,C04797,2026-03-19,Referral,Desktop,4,False,False
S001523,C01725,2025-07-14,Referral,Mobile,8,False,False
S001524,C02691,2026-03-21,Organic,Desktop,4,False,False
S001525,C04728,2025-02-01,Paid Search,Desktop,4,True,False
S001526,C03732,2024-10-20,Referral,Mobile,2,False,False
S001527,C00500,2024-10-17,Email,Mobile,6,False,False
S001528,C04500,2025-07-07,Organic,Desktop,10,False,False
S001529,C02384,2025-09-10,Social,Mobile,7,False,False
S001530,C00630,2024-08-23,Paid Search,Mobile,8,False,False
S001531,C01882,2025-10-19,Email,Tablet,7,True,False
S001532,C00818,2025-04-22,Referral,Desktop,3,False,False
S001533,C04232,2024-10-06,Referral,Desktop,9,False,False
S001534,C02409,2025-12-26,Email,Mobile,5,False,True
S001535,C02437,2026-02-12,Organic,Mobile,10,False,True
S001536,C02669,2024-10-17,Paid Search,Desktop,5,False,False
S001537,C02397,2024-09-19,Email,Mobile,7,True,False
S001538,C00646,2025-10-18,Paid Search,Desktop,6,False,False
S001539,C01240,2024-08-04,Organic,Mobile,9,False,True
S001540,C00186,2025-08-14,Paid Search,Mobile,5,False,False
S001541,C01463,2025-12-21,Referral,Mobile,10,False,False
S001542,C01450,2025-02-24,Paid Search,Mobile,8,True,False
S001543,C04427,2025-01-23,Social,Desktop,7,False,False
S001544,C02951,2025-03-28,Email,Mobile,4,False,False
S001545,C00690,2025-09-17,Social,Mobile,4,False,False
S001546,C02405,2025-03-18,Email,Desktop,5,True,False
S001547,C03124,2024-11-17,Organic,Mobile,7,True,False
S001548,C02911,2026-06-09,Referral,Mobile,7,True,False
S001549,C03898,2024-11-25,Paid Search,Desktop,6,False,False
S001550,C04826,2025-10-12,Social,Desktop,6,True,False
S001551,C02070,2026-05-27,Social,Desktop,1,False,False
S001552,C00710,2025-07-13,Referral,Desktop,3,False,False
S001553,C03129,2025-06-26,Social,Mobile,6,False,False
S001554,C01568,2025-03-20,Organic,Mobile,14,True,False
S001555,C02625,2024-10-04,Paid Search,Mobile,5,False,False
S001556,C00470,2025-10-14,Paid Search,Mobile,7,False,False
S001557,C03407,2025-01-19,Paid Search,Mobile,5,True,False
S001558,C01142,2025-10-18,Email,Tablet,6,False,False
S001559,C04843,2024-07-18,Paid Search,Desktop,8,True,False
S001560,C03975,2024-08-18,Organic,Desktop,3,False,False
S001561,C01404,2025-07-28,Paid Search,Desktop,9,False,False
S001562,C04821,2025-09-30,Organic,Mobile,9,False,False
S001563,C04694,2024-10-01,Email,Mobile,11,False,False
S001564,C04625,2025-07-29,Referral,Mobile,7,False,False
S001565,C01689,2024-07-26,Social,Desktop,10,False,False
S001566,C03644,2025-04-07,Email,Mobile,5,False,False
S001567,C01027,2024-09-04,Organic,Desktop,4,False,False
S001568,C00467,2024-07-11,Email,Mobile,7,False,False
S001569,C01267,2026-01-22,Paid Search,Mobile,12,False,False
S001570,C01600,2024-11-10,Referral,Desktop,4,False,True
S001571,C02377,2026-04-01,Email,Mobile,9,False,False
S001572,C04508,2024-08-20,Referral,Desktop,5,False,False
S001573,C04130,2025-04-04,Organic,Desktop,6,True,False
S001574,C02872,2025-08-06,Organic,Desktop,7,False,False
S001575,C02600,2025-04-16,Referral,Desktop,6,False,False
