order_item_id,order_id,product_id,quantity,unit_price,discount_amount
I0008359,O001978,P0071,1,292.71,0
I0008360,O004241,P0319,1,240.13,0
I0008361,O010924,P0172,2,334.17,0
I0008362,O018401,P0113,2,289.96,3
I0008363,O014362,P0059,2,177.15,0
I0008364,O019248,P0321,1,297.99,0
I0008365,O011111,P0288,1,323.61,3
I0008366,O011830,P0095,1,138.02,3
I0008367,O008872,P0328,3,438.0,15
I0008368,O004668,P0380,1,128.66,15
I0008369,O008510,P0418,1,292.43,0
I0008370,O011098,P0083,1,468.3,8
I0008371,O012508,P0076,1,202.01,8
I0008372,O007701,P0371,1,393.61,0
I0008373,O012695,P0207,1,211.49,0
I0008374,O016788,P0008,1,155.98,0
I0008375,O006141,P0103,1,222.39,0
I0008376,O019087,P0189,1,173.89,0
I0008377,O008328,P0197,4,122.9,8
I0008378,O008770,P0456,1,267.86,3
I0008379,O003057,P0258,1,199.8,8
I0008380,O012991,P0267,1,464.42,3
I0008381,O017672,P0278,1,308.51,8
I0008382,O007724,P0287,1,390.56,0
I0008383,O017385,P0023,2,191.23,15
I0008384,O019074,P0458,1,428.75,0
I0008385,O013199,P0204,2,435.98,0
I0008386,O005988,P0436,3,84.69,0
I0008387,O019494,P0012,1,295.57,0
I0008388,O005777,P0114,1,205.94,0
I0008389,O009748,P0236,1,420.67,0
I0008390,O009370,P0011,2,368.06,0
I0008391,O017584,P0396,1,182.46,0
I0008392,O019212,P0392,1,341.55,3
I0008393,O014885,P0382,2,344.92,8
I0008394,O006240,P0478,2,241.63,0
I0008395,O003549,P0100,1,202.15,0
I0008396,O006563,P0090,1,183.72,0
I0008397,O017343,P0026,1,162.91,8
I0008398,O010340,P0498,1,208.7,3
I0008399,O003369,P0477,1,117.22,0
I0008400,O009987,P0104,1,169.8,3
I0008401,O012428,P0180,2,309.09,0
I0008402,O008826,P0169,1,81.91,0
I0008403,O003458,P0139,1,401.37,0
I0008404,O001929,P0137,1,159.21,0
I0008405,O019072,P0165,1,246.0,0
I0008406,O019180,P0449,1,207.8,8
I0008407,O013256,P0196,1,241.37,0
I0008408,O006442,P0252,1,345.56,0
I0008409,O002557,P0206,1,362.12,0
I0008410,O003528,P0172,1,334.17,3
I0008411,O002185,P0367,3,286.46,15
I0008412,O004870,P0004,1,418.64,0
I0008413,O003817,P0236,1,420.67,0
I0008414,O014941,P0136,1,457.12,0
I0008415,O010877,P0436,2,84.69,0
I0008416,O016486,P0083,1,468.3,0
I0008417,O001013,P0075,3,318.63,0
I0008418,O008605,P0389,2,476.9,0
I0008419,O018715,P0240,1,147.37,3
I0008420,O001525,P0260,1,280.38,3
I0008421,O004013,P0472,2,397.99,8
I0008422,O013671,P0323,1,330.07,0
I0008423,O009940,P0181,1,283.47,0
I0008424,O007799,P0207,1,211.49,3
I0008425,O014080,P0378,1,220.51,0
I0008426,O017653,P0476,3,341.63,3
I0008427,O014969,P0181,1,283.47,3
I0008428,O016088,P0210,1,139.13,3
I0008429,O010028,P0447,1,326.76,8
I0008430,O002834,P0475,1,340.62,0
I0008431,O002223,P0408,1,218.82,3
I0008432,O008081,P0454,2,60.55,15
I0008433,O003741,P0270,2,200.75,0
I0008434,O016076,P0493,1,455.47,0
I0008435,O017630,P0462,2,50.08,0
I0008436,O013061,P0196,1,241.37,0
I0008437,O000748,P0108,1,66.61,0
I0008438,O016895,P0034,1,375.79,0
I0008439,O008124,P0189,1,173.89,0
I0008440,O002706,P0304,1,409.34,0
I0008441,O008694,P0291,2,343.26,3
I0008442,O008510,P0189,2,173.89,0
I0008443,O019325,P0486,1,148.28,0
I0008444,O003892,P0200,1,217.35,0
I0008445,O016150,P0342,1,213.28,0
I0008446,O001805,P0340,3,170.95,0
I0008447,O014547,P0097,1,356.09,0
I0008448,O013020,P0130,3,100.28,0
I0008449,O009694,P0304,1,409.34,0
I0008450,O002175,P0121,1,204.26,0
I0008451,O013525,P0028,2,94.72,0
I0008452,O000313,P0427,1,103.26,3
I0008453,O004951,P0036,1,222.41,8
I0008454,O014988,P0141,2,120.83,0
I0008455,O004614,P0390,3,144.56,8
I0008456,O007614,P0064,1,188.44,0
I0008457,O013783,P0186,2,103.65,0
I0008458,O008438,P0174,1,324.36,0
I0008459,O007454,P0014,2,222.09,0
I0008460,O004415,P0409,1,257.64,0
I0008461,O010179,P0349,2,182.88,0
I0008462,O012159,P0087,2,336.76,3
I0008463,O005542,P0120,1,325.98,0
I0008464,O006598,P0113,1,289.96,0
I0008465,O002764,P0291,1,343.26,8
I0008466,O009561,P0132,2,158.16,0
I0008467,O008878,P0189,1,173.89,15
I0008468,O001925,P0300,1,327.96,8
I0008469,O019786,P0310,2,204.28,0
I0008470,O018283,P0169,1,81.91,0
I0008471,O001994,P0035,1,228.08,0
I0008472,O000384,P0201,3,447.72,8
I0008473,O010207,P0122,1,463.36,8
I0008474,O004824,P0067,1,466.33,0
I0008475,O005860,P0202,2,309.13,0
I0008476,O015216,P0196,1,241.37,0
I0008477,O008283,P0222,1,409.67,0
I0008478,O013573,P0087,1,336.76,0
I0008479,O011715,P0267,1,464.42,0
I0008480,O005433,P0454,2,60.55,0
I0008481,O007944,P0029,1,135.48,0
I0008482,O008989,P0237,1,114.49,15
I0008483,O002875,P0308,2,195.39,0
I0008484,O016890,P0318,1,391.58,3
I0008485,O007030,P0397,3,430.04,0
I0008486,O007653,P0476,1,341.63,15
I0008487,O010896,P0261,3,249.98,0
I0008488,O008817,P0185,1,297.98,0
I0008489,O014794,P0163,3,223.42,0
I0008490,O018646,P0280,1,464.08,8
I0008491,O003827,P0119,1,174.7,0
I0008492,O012125,P0030,1,59.36,0
I0008493,O010883,P0085,2,234.32,8
I0008494,O008031,P0014,1,222.09,8
I0008495,O017669,P0291,1,343.26,8
I0008496,O009450,P0295,1,312.16,0
I0008497,O019671,P0111,2,295.35,0
I0008498,O003484,P0420,1,453.96,0
I0008499,O006204,P0461,1,222.63,0
I0008500,O010052,P0297,1,391.2,0
I0008501,O004461,P0302,1,222.85,0
I0008502,O003663,P0129,1,434.1,8
I0008503,O016724,P0252,2,345.56,0
I0008504,O012008,P0350,2,443.6,0
I0008505,O019141,P0364,1,270.71,0
I0008506,O003395,P0408,1,218.82,15
I0008507,O018001,P0044,1,469.56,0
I0008508,O015032,P0161,1,304.35,15
I0008509,O007550,P0464,1,290.81,15
I0008510,O015757,P0343,1,121.01,3
I0008511,O014444,P0293,1,265.03,0
I0008512,O019176,P0355,1,148.36,3
I0008513,O005223,P0240,1,147.37,3
I0008514,O000849,P0230,1,310.08,8
I0008515,O011796,P0291,1,343.26,3
I0008516,O015732,P0256,2,363.9,0
I0008517,O012685,P0057,1,187.55,0
I0008518,O016461,P0144,3,176.32,3
I0008519,O014850,P0400,2,324.55,3
I0008520,O013319,P0465,1,429.28,0
I0008521,O019676,P0430,1,450.51,0
I0008522,O015275,P0336,1,54.6,3
I0008523,O015062,P0109,3,161.45,0
I0008524,O000503,P0301,3,169.21,8
I0008525,O000026,P0029,1,135.48,0
I0008526,O016994,P0264,1,198.23,3
I0008527,O008961,P0004,1,418.64,0
I0008528,O013697,P0287,1,390.56,0
I0008529,O014496,P0367,1,286.46,8
I0008530,O013958,P0006,2,241.76,8
I0008531,O018157,P0061,1,197.86,3
I0008532,O000583,P0029,1,135.48,3
I0008533,O003368,P0317,1,137.51,0
I0008534,O018332,P0239,1,194.89,3
I0008535,O001924,P0413,1,323.45,0
I0008536,O007353,P0047,1,171.4,0
I0008537,O007575,P0060,1,194.48,0
I0008538,O002839,P0121,2,204.26,0
I0008539,O013516,P0279,1,151.48,0
I0008540,O008159,P0389,1,476.9,0
I0008541,O012516,P0010,1,335.89,0
I0008542,O015863,P0270,1,200.75,0
I0008543,O004664,P0385,1,381.42,3
I0008544,O005341,P0332,1,216.32,0
I0008545,O007956,P0033,3,219.38,8
I0008546,O019410,P0343,2,121.01,0
I0008547,O014071,P0255,1,323.06,3
I0008548,O008925,P0496,2,203.41,15
I0008549,O011673,P0399,1,195.68,0
I0008550,O002045,P0121,1,204.26,0
I0008551,O015398,P0468,1,96.27,0
I0008552,O004646,P0332,1,216.32,0
I0008553,O002278,P0066,1,141.68,8
I0008554,O013698,P0065,1,336.07,3
I0008555,O019725,P0235,3,175.5,0
I0008556,O016312,P0493,1,455.47,0
I0008557,O011781,P0220,1,218.82,0
I0008558,O011637,P0443,1,232.71,0
I0008559,O000006,P0153,1,45.62,0
I0008560,O012311,P0073,1,215.59,8
I0008561,O014332,P0076,1,202.01,0
I0008562,O008488,P0190,2,478.62,8
I0008563,O001107,P0226,2,449.61,8
I0008564,O018101,P0331,2,373.2,0
I0008565,O003981,P0430,1,450.51,8
I0008566,O017359,P0173,1,191.95,15
I0008567,O012842,P0122,3,463.36,8
I0008568,O011982,P0332,1,216.32,0
I0008569,O006400,P0021,2,475.56,0
I0008570,O006833,P0055,1,358.05,0
I0008571,O017142,P0045,1,450.21,0
I0008572,O018900,P0430,3,450.51,0
I0008573,O017763,P0378,1,220.51,8
I0008574,O014791,P0088,1,390.32,0
I0008575,O013832,P0401,2,378.26,0
I0008576,O015297,P0117,1,256.3,0
I0008577,O018185,P0217,2,126.14,3
I0008578,O006282,P0196,1,241.37,0
I0008579,O000932,P0227,1,277.79,0
I0008580,O008921,P0265,2,367.63,0
I0008581,O008217,P0057,1,187.55,0
I0008582,O011564,P0152,1,218.04,0
I0008583,O009711,P0327,1,111.98,0
I0008584,O013902,P0455,1,212.67,0
I0008585,O006691,P0284,1,165.77,0
I0008586,O014686,P0103,1,222.39,3
I0008587,O005904,P0123,1,211.04,0
I0008588,O008244,P0151,1,210.61,0
I0008589,O005427,P0499,1,179.59,0
I0008590,O008836,P0046,1,211.65,15
I0008591,O011867,P0254,1,323.55,0
I0008592,O009715,P0345,1,45.3,0
I0008593,O009299,P0228,1,348.78,8
I0008594,O011501,P0215,2,238.92,0
I0008595,O016038,P0422,1,209.48,0
I0008596,O002864,P0286,2,155.26,8
I0008597,O009385,P0234,1,384.68,0
I0008598,O001150,P0281,2,437.46,8
I0008599,O003117,P0201,3,447.72,0
I0008600,O019800,P0193,1,275.02,3
I0008601,O015014,P0001,3,97.85,8
I0008602,O016838,P0330,1,201.31,0
I0008603,O001353,P0178,1,255.08,8
I0008604,O008497,P0048,1,392.09,15
I0008605,O009812,P0493,2,455.47,3
I0008606,O014884,P0241,1,431.05,0
I0008607,O005330,P0258,1,199.8,8
I0008608,O001143,P0031,1,201.39,3
I0008609,O012694,P0344,2,94.85,0
I0008610,O005358,P0218,2,412.49,0
I0008611,O011598,P0304,1,409.34,0
I0008612,O018657,P0310,2,204.28,0
I0008613,O005744,P0440,1,210.08,3
I0008614,O019464,P0383,3,83.46,3
I0008615,O015127,P0454,1,60.55,15
I0008616,O002478,P0345,3,45.3,8
I0008617,O006281,P0327,1,111.98,3
I0008618,O017793,P0287,1,390.56,0
I0008619,O014196,P0025,1,148.03,0
I0008620,O010411,P0084,1,143.42,0
I0008621,O001669,P0436,1,84.69,0
I0008622,O011458,P0033,1,219.38,3
I0008623,O016504,P0487,1,335.5,0
I0008624,O013453,P0485,1,157.69,15
I0008625,O018275,P0229,1,65.45,0
I0008626,O002364,P0374,3,197.73,3
I0008627,O000425,P0070,1,425.99,0
I0008628,O019463,P0074,3,177.76,0
I0008629,O018859,P0230,1,310.08,3
I0008630,O007554,P0487,1,335.5,15
I0008631,O005980,P0297,1,391.2,8
I0008632,O010107,P0436,3,84.69,0
I0008633,O008643,P0131,1,76.45,0
I0008634,O003025,P0257,1,160.03,3
I0008635,O010037,P0394,2,296.65,8
I0008636,O017927,P0159,2,303.58,3
I0008637,O016202,P0086,1,154.99,0
I0008638,O002959,P0053,1,246.24,0
I0008639,O005814,P0453,1,137.9,0
I0008640,O010255,P0249,1,271.83,3
I0008641,O011011,P0310,1,204.28,0
I0008642,O019806,P0402,1,401.48,3
I0008643,O003307,P0232,1,222.63,3
I0008644,O001816,P0448,1,189.44,0
I0008645,O014667,P0018,1,88.6,3
I0008646,O017172,P0250,1,181.47,3
I0008647,O013416,P0425,1,23.03,0
I0008648,O011433,P0091,2,360.54,8
I0008649,O009777,P0318,1,391.58,0
I0008650,O010296,P0302,1,222.85,8
I0008651,O019462,P0151,1,210.61,3
I0008652,O002129,P0357,1,346.78,0
I0008653,O007327,P0284,1,165.77,0
I0008654,O011970,P0201,1,447.72,8
I0008655,O001001,P0360,3,285.43,0
I0008656,O013237,P0165,1,246.0,3
I0008657,O017711,P0177,1,450.71,0
I0008658,O014803,P0323,1,330.07,3
I0008659,O011600,P0237,1,114.49,8
I0008660,O016929,P0381,1,356.9,0
I0008661,O018022,P0381,1,356.9,0
I0008662,O006527,P0089,2,239.92,3
I0008663,O017774,P0064,2,188.44,3
I0008664,O006077,P0000,1,134.63,0
I0008665,O016043,P0429,1,311.84,0
I0008666,O002056,P0303,2,337.24,3
I0008667,O001547,P0120,1,325.98,0
I0008668,O005300,P0055,1,358.05,0
I0008669,O016697,P0199,2,198.7,15
I0008670,O009301,P0036,1,222.41,8
I0008671,O019985,P0377,1,116.64,0
I0008672,O008700,P0032,1,452.5,3
I0008673,O012669,P0096,1,318.87,0
I0008674,O005625,P0062,1,292.26,8
I0008675,O019958,P0149,1,218.34,0
I0008676,O000554,P0495,1,438.76,8
I0008677,O010879,P0276,2,134.79,3
I0008678,O012912,P0447,1,326.76,0
I0008679,O000815,P0393,1,149.56,0
I0008680,O005616,P0211,1,209.34,0
I0008681,O008133,P0212,1,152.97,8
I0008682,O001081,P0430,1,450.51,3
I0008683,O005399,P0436,1,84.69,0
I0008684,O007790,P0466,3,246.51,15
I0008685,O001562,P0120,1,325.98,0
I0008686,O019951,P0374,1,197.73,8
I0008687,O007355,P0440,1,210.08,0
I0008688,O015731,P0382,1,344.92,0
I0008689,O002377,P0384,2,424.34,0
I0008690,O014723,P0045,1,450.21,8
I0008691,O010940,P0104,3,169.8,0
I0008692,O000398,P0469,2,86.82,0
I0008693,O013653,P0414,1,181.23,0
I0008694,O001006,P0093,1,292.55,3
I0008695,O001080,P0015,1,347.34,0
I0008696,O004854,P0223,2,251.22,8
I0008697,O010694,P0209,2,255.45,0
I0008698,O001002,P0315,3,293.23,3
I0008699,O014183,P0268,3,318.21,0
I0008700,O009158,P0291,1,343.26,0
I0008701,O003145,P0361,1,333.06,8
I0008702,O004690,P0203,3,406.55,0
I0008703,O019003,P0302,1,222.85,0
I0008704,O019201,P0432,2,116.45,3
I0008705,O018678,P0409,1,257.64,8
I0008706,O018066,P0325,2,251.01,8
I0008707,O016928,P0103,1,222.39,0
I0008708,O006210,P0289,1,123.92,15
I0008709,O013637,P0200,1,217.35,15
I0008710,O009133,P0467,3,85.65,0
I0008711,O006660,P0196,1,241.37,0
I0008712,O001424,P0221,1,369.42,0
I0008713,O008450,P0436,1,84.69,0
I0008714,O013499,P0152,1,218.04,8
I0008715,O017795,P0144,1,176.32,8
I0008716,O004276,P0434,2,434.92,0
I0008717,O008608,P0114,1,205.94,3
I0008718,O009239,P0396,1,182.46,0
I0008719,O006733,P0219,1,207.33,3
I0008720,O008844,P0207,1,211.49,3
I0008721,O010424,P0019,1,330.07,0
I0008722,O017318,P0416,1,218.0,3
I0008723,O010274,P0111,1,295.35,0
I0008724,O008430,P0385,1,381.42,0
I0008725,O015809,P0118,1,155.69,8
I0008726,O010919,P0420,1,453.96,0
I0008727,O007769,P0218,1,412.49,0
I0008728,O016060,P0255,1,323.06,15
I0008729,O006271,P0317,1,137.51,0
I0008730,O011003,P0180,1,309.09,3
I0008731,O009240,P0366,1,66.08,0
I0008732,O000878,P0312,1,195.45,8
I0008733,O016219,P0474,1,106.82,0
I0008734,O009899,P0300,2,327.96,8
I0008735,O018343,P0205,3,447.33,0
I0008736,O005033,P0260,2,280.38,8
I0008737,O008456,P0449,2,207.8,0
I0008738,O006806,P0238,1,275.44,15
I0008739,O010224,P0402,2,401.48,0
I0008740,O001306,P0088,3,390.32,0
I0008741,O015634,P0214,1,377.66,8
I0008742,O018194,P0279,1,151.48,0
I0008743,O006140,P0345,1,45.3,3
I0008744,O014580,P0387,1,390.7,3
I0008745,O003990,P0044,1,469.56,3
I0008746,O002614,P0392,3,341.55,3
I0008747,O014566,P0461,1,222.63,0
I0008748,O001643,P0045,1,450.21,0
I0008749,O008650,P0355,1,148.36,3
I0008750,O018582,P0219,2,207.33,8
I0008751,O005782,P0475,2,340.62,0
I0008752,O011603,P0388,1,284.63,3
I0008753,O004887,P0021,2,475.56,8
I0008754,O019332,P0181,1,283.47,0
I0008755,O010436,P0183,1,287.74,0
I0008756,O014306,P0072,3,394.54,0
I0008757,O008373,P0303,2,337.24,3
I0008758,O014848,P0226,1,449.61,3
I0008759,O019699,P0118,1,155.69,0
I0008760,O001913,P0125,1,264.98,8
I0008761,O016910,P0415,2,246.35,0
I0008762,O008960,P0231,1,184.67,8
I0008763,O017569,P0125,1,264.98,15
I0008764,O001763,P0460,1,243.03,0
I0008765,O018809,P0083,1,468.3,0
I0008766,O001175,P0331,2,373.2,0
I0008767,O000340,P0085,1,234.32,3
I0008768,O012044,P0287,2,390.56,0
I0008769,O009197,P0355,1,148.36,3
I0008770,O014513,P0236,1,420.67,8
I0008771,O002947,P0151,1,210.61,3
I0008772,O015669,P0227,1,277.79,0
I0008773,O014108,P0429,3,311.84,0
I0008774,O002516,P0356,1,380.69,0
I0008775,O015704,P0283,2,418.39,0
I0008776,O003155,P0409,1,257.64,0
I0008777,O002015,P0072,1,394.54,8
I0008778,O005744,P0379,1,388.79,0
I0008779,O010415,P0149,2,218.34,3
I0008780,O008387,P0032,2,452.5,3
I0008781,O013203,P0483,1,443.69,0
I0008782,O017132,P0147,2,225.98,0
I0008783,O010813,P0113,1,289.96,0
I0008784,O006015,P0342,2,213.28,3
I0008785,O000998,P0044,3,469.56,0
I0008786,O005910,P0051,1,187.04,0
I0008787,O006977,P0013,2,227.37,15
I0008788,O015939,P0419,1,270.0,3
I0008789,O015020,P0052,2,108.22,0
I0008790,O009494,P0185,1,297.98,8
I0008791,O004208,P0156,1,186.87,0
I0008792,O016443,P0265,2,367.63,3
I0008793,O003828,P0158,3,170.81,3
I0008794,O006916,P0279,1,151.48,0
I0008795,O011191,P0022,1,148.35,8
I0008796,O017253,P0490,1,369.06,0
I0008797,O016563,P0226,1,449.61,0
I0008798,O014119,P0362,2,203.65,0
I0008799,O014793,P0403,1,120.18,0
I0008800,O010289,P0461,1,222.63,0
I0008801,O013652,P0067,2,466.33,0
I0008802,O017365,P0015,1,347.34,8
I0008803,O017207,P0254,1,323.55,0
I0008804,O013617,P0117,1,256.3,3
I0008805,O012197,P0497,1,174.25,0
I0008806,O011702,P0454,3,60.55,0
I0008807,O008777,P0061,1,197.86,15
I0008808,O010807,P0180,1,309.09,0
I0008809,O012336,P0267,1,464.42,0
I0008810,O017315,P0200,1,217.35,0
I0008811,O012727,P0319,1,240.13,0
I0008812,O000382,P0148,2,434.8,0
I0008813,O012885,P0198,2,212.63,3
I0008814,O006243,P0420,1,453.96,8
I0008815,O017995,P0133,2,296.61,8
I0008816,O014528,P0341,1,157.29,0
I0008817,O019548,P0380,1,128.66,0
I0008818,O008031,P0050,2,354.55,0
I0008819,O011543,P0285,1,43.59,0
I0008820,O015228,P0279,1,151.48,8
I0008821,O012973,P0290,1,348.57,0
I0008822,O007105,P0410,2,282.02,0
I0008823,O004167,P0309,1,365.17,8
I0008824,O014910,P0036,1,222.41,8
I0008825,O015412,P0351,1,148.11,0
I0008826,O005925,P0094,1,355.34,0
I0008827,O002872,P0296,1,70.69,0
I0008828,O014703,P0007,3,259.81,0
I0008829,O009939,P0098,1,66.95,0
I0008830,O017558,P0362,3,203.65,0
I0008831,O002919,P0370,2,157.25,0
I0008832,O009230,P0344,1,94.85,0
I0008833,O010976,P0461,1,222.63,0
I0008834,O011882,P0459,2,385.86,8
I0008835,O010745,P0071,1,292.71,0
I0008836,O015201,P0012,2,295.57,3
I0008837,O010604,P0268,3,318.21,15
I0008838,O010872,P0398,2,191.82,3
I0008839,O004166,P0319,2,240.13,3
I0008840,O014983,P0352,1,90.81,0
I0008841,O010860,P0445,2,389.49,0
I0008842,O018375,P0133,1,296.61,0
I0008843,O015604,P0286,2,155.26,3
I0008844,O004758,P0034,2,375.79,0
I0008845,O005269,P0150,1,360.59,0
I0008846,O001252,P0396,1,182.46,0
I0008847,O010207,P0252,1,345.56,0
I0008848,O012838,P0087,1,336.76,0
I0008849,O013810,P0364,3,270.71,3
I0008850,O016784,P0143,1,442.4,0
I0008851,O015846,P0143,1,442.4,0
I0008852,O017228,P0200,2,217.35,8
I0008853,O012734,P0445,1,389.49,0
I0008854,O007042,P0449,2,207.8,0
I0008855,O015568,P0341,2,157.29,0
I0008856,O003527,P0471,1,383.31,8
I0008857,O005498,P0087,1,336.76,8
I0008858,O015414,P0370,1,157.25,8
I0008859,O006095,P0436,2,84.69,0
I0008860,O001697,P0431,1,325.36,0
I0008861,O006968,P0361,3,333.06,0
I0008862,O001227,P0330,1,201.31,3
I0008863,O017764,P0192,2,58.84,0
I0008864,O019910,P0094,3,355.34,3
I0008865,O013667,P0225,1,200.18,0
I0008866,O001090,P0187,1,439.71,0
I0008867,O018856,P0152,1,218.04,8
I0008868,O000000,P0413,1,323.45,0
I0008869,O007298,P0181,1,283.47,0
I0008870,O001692,P0269,1,158.53,0
I0008871,O008534,P0462,2,50.08,0
I0008872,O008937,P0038,1,188.41,0
I0008873,O013028,P0106,2,165.0,0
I0008874,O003563,P0122,2,463.36,0
I0008875,O019149,P0169,1,81.91,3
I0008876,O019915,P0236,2,420.67,3
I0008877,O004306,P0395,1,195.32,15
I0008878,O001907,P0311,1,354.81,0
I0008879,O006286,P0406,1,397.27,3
I0008880,O002045,P0464,2,290.81,0
I0008881,O005138,P0144,3,176.32,8
I0008882,O004342,P0033,2,219.38,0
I0008883,O007116,P0050,1,354.55,0
I0008884,O008041,P0108,1,66.61,8
I0008885,O014114,P0492,1,220.74,8
I0008886,O018488,P0168,1,383.22,0
I0008887,O019099,P0303,1,337.24,8
I0008888,O017234,P0423,2,312.34,0
I0008889,O019544,P0324,1,281.09,8
I0008890,O007098,P0189,2,173.89,0
I0008891,O013433,P0235,2,175.5,8
I0008892,O009245,P0126,2,328.46,3
I0008893,O016863,P0327,1,111.98,0
I0008894,O000215,P0015,1,347.34,3
I0008895,O011595,P0374,1,197.73,0
I0008896,O019323,P0398,1,191.82,0
I0008897,O017061,P0208,1,399.94,0
I0008898,O008012,P0310,1,204.28,3
I0008899,O006125,P0293,1,265.03,0
I0008900,O016269,P0346,1,97.24,0
I0008901,O005512,P0115,1,188.54,3
I0008902,O007236,P0448,1,189.44,3
I0008903,O006097,P0151,1,210.61,0
I0008904,O016664,P0131,1,76.45,15
I0008905,O010578,P0037,1,397.62,0
I0008906,O011850,P0355,1,148.36,0
I0008907,O003577,P0046,1,211.65,3
I0008908,O010551,P0234,1,384.68,8
I0008909,O015788,P0397,3,430.04,0
I0008910,O016413,P0321,1,297.99,0
I0008911,O011951,P0405,1,297.27,0
I0008912,O019037,P0052,3,108.22,0
I0008913,O000535,P0472,1,397.99,3
I0008914,O010256,P0228,1,348.78,15
I0008915,O001724,P0416,4,218.0,0
I0008916,O001225,P0298,4,163.52,3
I0008917,O019281,P0230,1,310.08,3
I0008918,O004981,P0071,1,292.71,0
I0008919,O000203,P0047,1,171.4,0
I0008920,O001791,P0287,2,390.56,15
I0008921,O013365,P0437,3,348.91,0
I0008922,O010763,P0084,1,143.42,0
I0008923,O011808,P0094,2,355.34,0
I0008924,O005140,P0242,1,153.07,0
I0008925,O018303,P0296,2,70.69,0
I0008926,O006036,P0025,2,148.03,0
I0008927,O004836,P0456,2,267.86,0
I0008928,O000149,P0168,1,383.22,8
I0008929,O000790,P0083,3,468.3,3
I0008930,O006994,P0248,1,437.63,3
I0008931,O017576,P0276,1,134.79,0
I0008932,O012284,P0282,3,55.45,3
I0008933,O018497,P0194,1,399.13,3
I0008934,O015780,P0376,2,214.78,0
I0008935,O016125,P0040,1,239.08,3
I0008936,O007158,P0350,1,443.6,0
I0008937,O003277,P0120,1,325.98,0
I0008938,O012252,P0077,1,272.31,15
I0008939,O009796,P0122,2,463.36,3
I0008940,O006397,P0219,1,207.33,0
I0008941,O004674,P0428,1,394.1,0
I0008942,O006844,P0100,1,202.15,0
I0008943,O011398,P0082,1,175.26,0
I0008944,O010393,P0003,1,108.11,0
I0008945,O012291,P0480,1,431.95,0
I0008946,O014755,P0219,1,207.33,0
I0008947,O017135,P0346,1,97.24,0
I0008948,O007427,P0117,2,256.3,0
I0008949,O006960,P0288,1,323.61,15
I0008950,O013829,P0225,1,200.18,3
I0008951,O003704,P0022,1,148.35,0
I0008952,O002492,P0155,1,350.02,15
I0008953,O016224,P0417,1,419.39,8
I0008954,O016110,P0265,1,367.63,3
I0008955,O000908,P0001,3,97.85,3
I0008956,O012247,P0291,1,343.26,8
I0008957,O005430,P0481,1,79.42,3
I0008958,O017681,P0178,2,255.08,0
I0008959,O010599,P0103,1,222.39,8
I0008960,O006206,P0163,1,223.42,0
I0008961,O012017,P0070,1,425.99,0
I0008962,O004390,P0087,1,336.76,8
I0008963,O016278,P0278,1,308.51,0
I0008964,O008616,P0221,1,369.42,0
I0008965,O012285,P0058,1,206.4,0
I0008966,O015924,P0273,3,154.06,3
I0008967,O006077,P0022,1,148.35,15
I0008968,O007193,P0346,2,97.24,3
I0008969,O006447,P0480,2,431.95,0
I0008970,O011090,P0239,1,194.89,0
I0008971,O003129,P0331,1,373.2,8
I0008972,O012034,P0195,1,187.27,3
I0008973,O003265,P0288,2,323.61,0
I0008974,O016960,P0097,2,356.09,0
I0008975,O016659,P0034,2,375.79,0
I0008976,O012937,P0299,1,341.96,8
I0008977,O010257,P0254,1,323.55,0
I0008978,O001845,P0037,2,397.62,0
I0008979,O019172,P0423,1,312.34,0
I0008980,O007533,P0039,2,416.77,0
I0008981,O006918,P0243,1,440.51,8
I0008982,O001292,P0308,1,195.39,3
I0008983,O009345,P0454,1,60.55,0
I0008984,O003816,P0184,1,413.84,3
I0008985,O019837,P0406,1,397.27,0
I0008986,O016068,P0083,1,468.3,8
I0008987,O011646,P0400,1,324.55,0
I0008988,O007593,P0438,1,247.17,8
I0008989,O008536,P0245,1,337.63,0
I0008990,O014668,P0131,1,76.45,0
I0008991,O002716,P0282,2,55.45,0
I0008992,O000370,P0056,1,296.98,0
I0008993,O002240,P0063,2,109.15,0
I0008994,O000050,P0437,3,348.91,3
I0008995,O010356,P0139,1,401.37,0
I0008996,O003342,P0202,1,309.13,3
I0008997,O016291,P0183,1,287.74,0
I0008998,O013345,P0406,3,397.27,0
I0008999,O017950,P0483,2,443.69,3
I0009000,O008485,P0165,1,246.0,0
I0009001,O002352,P0259,1,461.3,0
I0009002,O001559,P0004,2,418.64,8
I0009003,O011513,P0408,1,218.82,15
I0009004,O015838,P0216,1,206.46,3
I0009005,O008661,P0094,1,355.34,0
I0009006,O012064,P0001,1,97.85,0
I0009007,O009005,P0114,1,205.94,8
I0009008,O011480,P0402,1,401.48,0
I0009009,O004760,P0170,2,441.31,0
I0009010,O010573,P0160,1,388.01,3
I0009011,O015009,P0270,1,200.75,0
I0009012,O017877,P0259,1,461.3,0
I0009013,O009629,P0021,1,475.56,0
I0009014,O001871,P0236,1,420.67,0
I0009015,O000603,P0028,1,94.72,0
I0009016,O014565,P0104,1,169.8,0
I0009017,O005490,P0493,1,455.47,8
I0009018,O017598,P0472,1,397.99,0
I0009019,O017415,P0336,1,54.6,0
I0009020,O007478,P0394,1,296.65,0
I0009021,O013433,P0032,1,452.5,0
I0009022,O011749,P0408,1,218.82,0
I0009023,O014563,P0304,4,409.34,0
